# us,max_surftimeconst,max_average_velocity_axis
1.000000000000000056e-01,3.000000000000000000e+00,-6.601544837048907155e-01
2.000000000000000111e-01,1.408163265306122458e+00,-4.316398098598352995e-01
8.000000000000000444e-01,8.571428571428570953e-01,2.790297653455290350e-01
5.000000000000000278e-02,1.530612244897959107e+00,-7.939918526753629857e-01
4.000000000000000222e-01,1.224489795918367374e+00,-1.053182678810772321e-01
