# pos_1,average_velocity_axis
1.389139705019461386e-03,2.223716390561058728e-02
2.470278535103650856e-03,-3.432662203169134507e-02
4.392845456035934966e-03,-1.149581021776952955e-01
7.811706625951745156e-03,-2.339167743084941964e-01
1.389139705019461560e-02,-3.661246037890429350e-01
2.470278535103651030e-02,-4.851360696004363704e-01
4.392845456035934792e-02,-5.739145217532481968e-01
7.811706625951746197e-02,-6.468498457684146441e-01
1.389139705019461490e-01,-7.158743929540211104e-01
2.470278535103651030e-01,-7.982659642429962288e-01
4.392845456035935348e-01,-8.854951764073342169e-01
7.811706625951745364e-01,-9.796603024848159480e-01
