# pos_1,average_velocity_axis
1.389139705019461386e-03,1.342507513605726288e-01
2.470278535103650856e-03,1.418653239050538806e-01
4.392845456035934966e-03,1.408600997472878869e-01
7.811706625951745156e-03,1.780512820510908242e-02
1.389139705019461560e-02,-5.403336422612624312e-02
2.470278535103651030e-02,2.148285449489748585e-03
4.392845456035934792e-02,-4.514740161799061374e-02
7.811706625951746197e-02,-1.304955250934622391e-01
1.389139705019461490e-01,-2.546414778636997278e-01
2.470278535103651030e-01,-3.206749295238549569e-01
4.392845456035935348e-01,-3.917283695439425784e-01
7.811706625951745364e-01,-5.437172919545131267e-01
