# pos_1,average_velocity_axis
1.389139705019461386e-03,-3.631783753730109983e-03
2.470278535103650856e-03,-6.532442273125696475e-02
4.392845456035934966e-03,-1.458754029209281822e-01
7.811706625951745156e-03,-2.588311715663487167e-01
1.389139705019461560e-02,-3.904752683667582214e-01
2.470278535103651030e-02,-5.003998580411123109e-01
4.392845456035934792e-02,-5.831163914343430177e-01
7.811706625951746197e-02,-6.530456677208797966e-01
1.389139705019461490e-01,-7.208131636412768994e-01
2.470278535103651030e-01,-8.017920903182202963e-01
4.392845456035935348e-01,-8.892926227713281451e-01
7.811706625951745364e-01,-9.844342019535239352e-01
