# pos_1,concentration
1.389139705019461386e-03,1.149477179589948050e-01
2.470278535103650856e-03,5.171188163573408048e-01
4.392845456035934966e-03,2.907972804712518067e-01
7.811706625951745156e-03,4.088183201548834522e-01
1.389139705019461560e-02,2.873692948974869155e-01
2.470278535103651030e-02,3.102712898144046050e-01
4.392845456035934792e-02,4.834504787834561501e-01
7.811706625951746197e-02,6.316243046392949756e-01
1.389139705019461490e-01,8.759016108475401463e-01
2.470278535103651030e-01,1.036176828276021755e+00
4.392845456035935348e-01,1.084673856157769567e+00
7.811706625951745364e-01,1.078667137728660075e+00
