# pos_1,concentration
1.389139705019461386e-03,7.046146791250305341e+02
2.470278535103650856e-03,2.330787955339659590e+01
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,0.000000000000000000e+00
4.392845456035934792e-02,1.310698387543408394e+00
7.811706625951746197e-02,0.000000000000000000e+00
1.389139705019461490e-01,0.000000000000000000e+00
2.470278535103651030e-01,1.398472773203795816e+00
4.392845456035935348e-01,3.932095162630225849e-01
7.811706625951745364e-01,2.211179604528042131e-01
