# pos_1,average_velocity_axis
1.389139705019461386e-03,9.617738413006098053e-02
2.470278535103650856e-03,2.555275792169586432e-02
4.392845456035934966e-03,-4.827778822644992335e-02
7.811706625951745156e-03,-1.380262253385558524e-01
1.389139705019461560e-02,-2.454169298090944917e-01
2.470278535103651030e-02,-3.421903170708991415e-01
4.392845456035934792e-02,-4.310401278570317185e-01
7.811706625951746197e-02,-5.189178358691406423e-01
1.389139705019461490e-01,-5.917103292186840502e-01
2.470278535103651030e-01,-6.821698820663585350e-01
4.392845456035935348e-01,-7.790999924223218631e-01
7.811706625951745364e-01,-8.859000012705885441e-01
