# pos_1,average_velocity_axis
1.389139705019461386e-03,3.375085884988849316e-01
2.470278535103650856e-03,2.874795025333905518e-01
4.392845456035934966e-03,2.249992069785805848e-01
7.811706625951745156e-03,1.210673419107665266e-01
1.389139705019461560e-02,-1.582485982486279280e-02
2.470278535103651030e-02,-1.321424337275972916e-01
4.392845456035934792e-02,-2.653973646830570243e-01
7.811706625951746197e-02,-3.540484325053523951e-01
1.389139705019461490e-01,-4.310964215427833257e-01
2.470278535103651030e-01,-5.103698955712797636e-01
4.392845456035935348e-01,-6.019966077318132935e-01
7.811706625951745364e-01,-6.906806021350867519e-01
