# pos_1,concentration
1.389139705019461386e-03,7.036062848642342660e-01
2.470278535103650856e-03,1.017429147367229891e+00
4.392845456035934966e-03,8.582136825266626357e-01
7.811706625951745156e-03,9.294692227956932173e-01
1.389139705019461560e-02,9.548942437443177500e-01
2.470278535103651030e-02,1.062648220583551684e+00
4.392845456035934792e-02,9.662850351411311767e-01
7.811706625951746197e-02,9.705803614962719150e-01
1.389139705019461490e-01,1.017213657546578442e+00
2.470278535103651030e-01,1.028733915671310450e+00
4.392845456035935348e-01,9.964814424892918243e-01
7.811706625951745364e-01,9.977494618549153094e-01
