# pos_1,concentration
1.389139705019461386e-03,1.206465343986520056e+00
2.470278535103650856e-03,9.045937604448132108e-01
4.392845456035934966e-03,1.271726135018643733e+00
7.811706625951745156e-03,7.866585760501433322e-01
1.389139705019461560e-02,7.640947178581292132e-01
2.470278535103651030e-02,9.950531364892948316e-01
4.392845456035934792e-02,1.080967214765846895e+00
7.811706625951746197e-02,9.868989408629070814e-01
1.389139705019461490e-01,1.025495542388541681e+00
2.470278535103651030e-01,9.950531364892947206e-01
4.392845456035935348e-01,1.011022277339821862e+00
7.811706625951745364e-01,9.947655266234085580e-01
