# time,average_velocity_axis_0_t_inf,95CLI,us,surftimeprefactor
2.598699999999999832e+01,-9.066914681641684570e-01,4.469047459751905246e-03,1.000000000000000056e-01,0.000000000000000000e+00
2.598699999999999832e+01,-7.974055922252066830e-01,9.705342345463597448e-03,2.000000000000000111e-01,0.000000000000000000e+00
2.598699999999999832e+01,-1.894595987161555861e-01,3.913920478518045226e-02,8.000000000000000444e-01,0.000000000000000000e+00
2.598699999999999832e+01,-9.534444915667039666e-01,2.254284988793161994e-03,5.000000000000000278e-02,0.000000000000000000e+00
2.598699999999999832e+01,-6.082408455870765840e-01,1.866668129316529853e-02,4.000000000000000222e-01,0.000000000000000000e+00
2.598699999999999832e+01,-7.897158332695095595e-01,1.063223024575011937e-02,1.000000000000000056e-01,2.500000000000000000e-01
2.598699999999999832e+01,-6.430940131662056247e-01,2.324999891473711680e-02,2.000000000000000111e-01,2.500000000000000000e-01
2.598699999999999832e+01,-8.779765544212000394e-01,4.695914871333910223e-03,5.000000000000000278e-02,2.500000000000000000e-01
2.598699999999999832e+01,-3.292414227987592312e-01,5.034782693597570497e-02,4.000000000000000222e-01,2.500000000000000000e-01
2.598699999999999832e+01,2.571257897394537140e-01,8.887777356502371551e-02,8.000000000000000444e-01,2.500000000000000000e-01
2.598699999999999832e+01,-8.418438120446750661e-01,5.199871615064377908e-03,5.000000000000000278e-02,5.000000000000000000e-01
2.598699999999999832e+01,-1.707598008513340482e-01,4.079190949853886416e-02,4.000000000000000222e-01,5.000000000000000000e-01
2.598699999999999832e+01,-5.397717236398117402e-01,2.430943768489167781e-02,2.000000000000000111e-01,5.000000000000000000e-01
2.598699999999999832e+01,3.409022831667010145e-01,4.587758191709253447e-02,8.000000000000000444e-01,5.000000000000000000e-01
2.598699999999999832e+01,-7.444959891877551694e-01,1.122569886516992625e-02,1.000000000000000056e-01,5.000000000000000000e-01
2.598699999999999832e+01,-1.267166058870177192e-01,3.322205571321488332e-02,4.000000000000000222e-01,7.500000000000000000e-01
2.598699999999999832e+01,2.733229573970659132e-01,3.613157790059821906e-02,8.000000000000000444e-01,7.500000000000000000e-01
2.598699999999999832e+01,-8.223900465591568176e-01,5.387222891153384263e-03,5.000000000000000278e-02,7.500000000000000000e-01
2.598699999999999832e+01,-4.779632132423196622e-01,2.402521246184356751e-02,2.000000000000000111e-01,7.500000000000000000e-01
2.598699999999999832e+01,-7.021469675973437408e-01,1.186566861371961788e-02,1.000000000000000056e-01,7.500000000000000000e-01
2.598699999999999832e+01,-4.688164125386078407e-01,2.302317421288660459e-02,2.000000000000000111e-01,1.000000000000000000e+00
2.598699999999999832e+01,-1.541787045436131542e-01,2.751723581032018001e-02,4.000000000000000222e-01,1.000000000000000000e+00
2.598699999999999832e+01,-6.865518467387684565e-01,1.175499462524853822e-02,1.000000000000000056e-01,1.000000000000000000e+00
2.598699999999999832e+01,-8.118708436658663707e-01,5.457477799659257722e-03,5.000000000000000278e-02,1.000000000000000000e+00
2.598699999999999832e+01,2.121836569776253956e-01,2.348818528033684225e-02,8.000000000000000444e-01,1.000000000000000000e+00
2.598699999999999832e+01,-6.789898814918315928e-01,1.190074709364938310e-02,1.000000000000000056e-01,1.250000000000000000e+00
2.598699999999999832e+01,-4.456812985774682434e-01,2.199030044483604035e-02,2.000000000000000111e-01,1.250000000000000000e+00
2.598699999999999832e+01,1.572378418408576228e-01,1.779113141719061708e-02,8.000000000000000444e-01,1.250000000000000000e+00
2.598699999999999832e+01,-1.461081609610371534e-01,2.491151018631789990e-02,4.000000000000000222e-01,1.250000000000000000e+00
2.598699999999999832e+01,-7.981755104174359516e-01,5.613928607663721225e-03,5.000000000000000278e-02,1.250000000000000000e+00
2.598699999999999832e+01,1.061246808647652029e-01,1.970178462319454454e-02,8.000000000000000444e-01,1.500000000000000000e+00
2.598699999999999832e+01,-7.953143294528258744e-01,5.636259043403316765e-03,5.000000000000000278e-02,1.500000000000000000e+00
2.598699999999999832e+01,-4.448878750533445947e-01,2.111856352248131508e-02,2.000000000000000111e-01,1.500000000000000000e+00
2.598699999999999832e+01,-1.534132191724002781e-01,2.290957694685387749e-02,4.000000000000000222e-01,1.500000000000000000e+00
2.598699999999999832e+01,-6.732153043602860931e-01,1.187373663440914259e-02,1.000000000000000056e-01,1.500000000000000000e+00
2.598699999999999832e+01,-4.319823148312386674e-01,2.130713132553076553e-02,2.000000000000000111e-01,1.750000000000000000e+00
2.598699999999999832e+01,-1.668285586550523059e-01,2.345289048990633826e-02,4.000000000000000222e-01,1.750000000000000000e+00
2.598699999999999832e+01,-7.996604197631519417e-01,5.582035625831788250e-03,5.000000000000000278e-02,1.750000000000000000e+00
2.598699999999999832e+01,-6.645961105567812499e-01,1.185679646228571249e-02,1.000000000000000056e-01,1.750000000000000000e+00
2.598699999999999832e+01,7.813779495713320256e-02,1.852101382241913216e-02,8.000000000000000444e-01,1.750000000000000000e+00
2.598699999999999832e+01,-4.600039374650259361e-01,2.102253615383387411e-02,2.000000000000000111e-01,2.000000000000000000e+00
2.598699999999999832e+01,2.662319228688127953e-02,1.600613469971306005e-02,8.000000000000000444e-01,2.000000000000000000e+00
2.598699999999999832e+01,-6.566635976270771557e-01,1.199735067778139562e-02,1.000000000000000056e-01,2.000000000000000000e+00
2.598699999999999832e+01,-1.901105225979824176e-01,2.360649110182711646e-02,4.000000000000000222e-01,2.000000000000000000e+00
2.598699999999999832e+01,-8.043618029091835764e-01,5.540625451184554538e-03,5.000000000000000278e-02,2.000000000000000000e+00
2.598699999999999832e+01,7.667334452155533542e-04,1.702240691452606633e-02,8.000000000000000444e-01,2.250000000000000000e+00
2.598699999999999832e+01,-4.538508433960891653e-01,2.058369987630134443e-02,2.000000000000000111e-01,2.250000000000000000e+00
2.598699999999999832e+01,-1.847341492547588393e-01,2.055373029260281967e-02,4.000000000000000222e-01,2.250000000000000000e+00
2.598699999999999832e+01,-6.623321978516371056e-01,1.195038990902561570e-02,1.000000000000000056e-01,2.250000000000000000e+00
2.598699999999999832e+01,-7.993405022903069534e-01,5.603898363312744858e-03,5.000000000000000278e-02,2.250000000000000000e+00
2.598699999999999832e+01,-4.499781523414769085e-02,2.379520464582612210e-02,8.000000000000000444e-01,2.500000000000000000e+00
2.598699999999999832e+01,-6.656793365783814087e-01,1.204693225802953155e-02,1.000000000000000056e-01,2.500000000000000000e+00
2.598699999999999832e+01,-2.180348726740641285e-01,2.392294678894970467e-02,4.000000000000000222e-01,2.500000000000000000e+00
2.598699999999999832e+01,-7.948471645927118745e-01,5.680920340416012113e-03,5.000000000000000278e-02,2.500000000000000000e+00
2.598699999999999832e+01,-4.775085161720170057e-01,2.162928671011676504e-02,2.000000000000000111e-01,2.500000000000000000e+00
2.598699999999999832e+01,-2.697116219493589373e-01,2.792374869013156818e-02,4.000000000000000222e-01,2.750000000000000000e+00
2.598699999999999832e+01,-4.820809685674646849e-01,2.122670534246535665e-02,2.000000000000000111e-01,2.750000000000000000e+00
2.598699999999999832e+01,-6.751953712566962640e-01,1.177935995864686988e-02,1.000000000000000056e-01,2.750000000000000000e+00
2.598699999999999832e+01,-8.026139157163550975e-01,5.631884216307287382e-03,5.000000000000000278e-02,2.750000000000000000e+00
2.598699999999999832e+01,-5.554306745209339202e-02,1.992717116629047838e-02,8.000000000000000444e-01,2.750000000000000000e+00
2.598699999999999832e+01,-2.937489283876573709e-01,2.795445377042523813e-02,4.000000000000000222e-01,3.000000000000000000e+00
2.598699999999999832e+01,-8.020624675238567924e-01,5.667304249073201045e-03,5.000000000000000278e-02,3.000000000000000000e+00
2.598699999999999832e+01,-4.680302169954719260e-01,2.140874056601168099e-02,2.000000000000000111e-01,3.000000000000000000e+00
2.598699999999999832e+01,-7.521233536705558553e-02,2.041047175931937074e-02,8.000000000000000444e-01,3.000000000000000000e+00
2.598699999999999832e+01,-6.635709509598861633e-01,1.215298848939657880e-02,1.000000000000000056e-01,3.000000000000000000e+00
