# pos_1,concentration
1.389139705019461386e-03,4.021551146621733519e-01
2.470278535103650856e-03,1.130742200556016597e+00
4.392845456035934966e-03,6.358630675093218665e-01
7.811706625951745156e-03,8.581729920547018775e-01
1.389139705019461560e-02,1.166249832520302565e+00
2.470278535103651030e-02,1.062897668522655881e+00
4.392845456035934792e-02,1.055532692065473954e+00
7.811706625951746197e-02,9.797474992624513046e-01
1.389139705019461490e-01,1.093861911881111260e+00
2.470278535103651030e-01,9.385160264614937908e-01
4.392845456035935348e-01,9.970332898546167000e-01
7.811706625951745364e-01,1.004777544864046801e+00
