# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,6.311838650126087025e-01
1.389139705019461560e-02,3.549407710899568080e-01
2.470278535103651030e-02,3.991957271576213606e-01
4.392845456035934792e-02,6.734527626604253081e-01
7.811706625951746197e-02,1.136130957022695620e+00
1.389139705019461490e-01,1.064822313269870424e+00
2.470278535103651030e-01,1.317345899620150362e+00
4.392845456035935348e-01,1.335681312609843685e+00
7.811706625951745364e-01,7.511087993650044092e-01
