# pos_1,average_velocity_axis
1.389139705019461386e-03,1.042164426601500105e-01
2.470278535103650856e-03,8.153032153031918028e-02
4.392845456035934966e-03,4.596283909328441331e-02
7.811706625951745156e-03,-3.299323076923372372e-02
1.389139705019461560e-02,-1.272991902834016142e-01
2.470278535103651030e-02,-1.970416033512668585e-01
4.392845456035934792e-02,-2.615238043151303371e-01
7.811706625951746197e-02,-3.419110597556948017e-01
1.389139705019461490e-01,-4.328993152060196525e-01
2.470278535103651030e-01,-5.273878810820719076e-01
4.392845456035935348e-01,-6.234440189288588119e-01
7.811706625951745364e-01,-7.289464649675750918e-01
