# pos_1,concentration
1.389139705019461386e-03,1.206370948763612061e+00
2.470278535103650856e-03,1.017588356998302190e+00
4.392845456035934966e-03,1.080882638659535600e+00
7.811706625951745156e-03,9.653690785749531322e-01
1.389139705019461560e-02,1.156105492565127957e+00
2.470278535103651030e-02,1.034548162948274230e+00
4.392845456035934792e-02,1.099957038165291889e+00
7.811706625951746197e-02,1.001123488892543989e+00
1.389139705019461490e-01,9.841976323663133019e-01
2.470278535103651030e-01,1.005151165968323212e+00
4.392845456035935348e-01,9.979090008094949615e-01
7.811706625951745364e-01,9.945089229837896783e-01
