# pos_1,concentration
1.389139705019461386e-03,8.038070637132586072e-01
2.470278535103650856e-03,6.780208941088157193e-01
4.392845456035934966e-03,1.143837504299690222e+00
7.811706625951745156e-03,1.286454195940619050e+00
1.389139705019461560e-02,6.430456509706067303e-01
2.470278535103651030e-02,9.040278588117544034e-01
4.392845456035934792e-02,9.277793090430819234e-01
7.811706625951746197e-02,9.362527759345614653e-01
1.389139705019461490e-01,9.886826883673077715e-01
2.470278535103651030e-01,9.447091124582831512e-01
4.392845456035935348e-01,1.043433990033384218e+00
7.811706625951745364e-01,1.014869421242043934e+00
