# pos_1,concentration
1.389139705019461386e-03,5.024579975542170507e-01
2.470278535103650856e-03,1.130211584788510137e+00
4.392845456035934966e-03,1.048681722553501450e+00
7.811706625951745156e-03,1.215174567585669996e+00
1.389139705019461560e-02,1.055161794863855418e+00
2.470278535103651030e-02,1.000237252537831800e+00
4.392845456035934792e-02,8.993240226746691546e-01
7.811706625951746197e-02,9.900098682977369613e-01
1.389139705019461490e-01,1.045112634912771288e+00
2.470278535103651030e-01,1.053357197022891656e+00
4.392845456035935348e-01,9.616093613475441559e-01
7.811706625951745364e-01,1.002697720400469894e+00
