# pos_1,concentration
1.389139705019461386e-03,1.105148291875993616e+00
2.470278535103650856e-03,9.039571708878498812e-01
4.392845456035934966e-03,9.848941671977602397e-01
7.811706625951745156e-03,7.861049809931058840e-01
1.389139705019461560e-02,9.745398573815577947e-01
2.470278535103651030e-02,1.022601549566880541e+00
4.392845456035934792e-02,8.578110488496619723e-01
7.811706625951746197e-02,8.968743192239526651e-01
1.389139705019461490e-01,8.811045927047692627e-01
2.470278535103651030e-01,1.031076148043953866e+00
4.392845456035935348e-01,1.000461849195402264e+00
7.811706625951745364e-01,1.033728050005934485e+00
