# pos_1,average_velocity_axis
1.389139705019461386e-03,-2.832714105566534052e-02
2.470278535103650856e-03,-8.428095225732715190e-02
4.392845456035934966e-03,-1.741048177481311354e-01
7.811706625951745156e-03,-3.068207401596106942e-01
1.389139705019461560e-02,-4.553555328415568315e-01
2.470278535103651030e-02,-5.752128123980874141e-01
4.392845456035934792e-02,-6.542869108668695199e-01
7.811706625951746197e-02,-7.236937812943360360e-01
1.389139705019461490e-01,-7.893138458951042269e-01
2.470278535103651030e-01,-8.659266761326962492e-01
4.392845456035935348e-01,-9.509880889419380923e-01
7.811706625951745364e-01,-1.036062376844381738e+00
