# omega_y,average_angle
-2.000000000000000000e+00,2.135895445658805958e+00
-1.968503937007874072e+00,2.106925766662719468e+00
-1.937007874015748143e+00,2.077890988286777318e+00
-1.905511811023621993e+00,2.048793053916336593e+00
-1.874015748031496065e+00,2.019633418679360748e+00
-1.842519685039370136e+00,1.990413083574870567e+00
-1.811023622047243986e+00,1.961132627397617068e+00
-1.779527559055118058e+00,1.931792236528292905e+00
-1.748031496062992129e+00,1.902391732663402335e+00
-1.716535433070866201e+00,1.872876084951280440e+00
-1.685039370078740273e+00,1.843359846704537119e+00
-1.653543307086614123e+00,1.813780325667468496e+00
-1.622047244094488194e+00,1.784097126592369520e+00
-1.590551181102362266e+00,1.754355551986505724e+00
-1.559055118110236116e+00,1.724585628988371644e+00
-1.527559055118110187e+00,1.694715662499308273e+00
-1.496062992125984259e+00,1.664778402354971654e+00
-1.464566929133858331e+00,1.634770606370943513e+00
-1.433070866141732402e+00,1.604688942063395407e+00
-1.401574803149606252e+00,1.574550468014637605e+00
-1.370078740157480324e+00,1.544308982243594475e+00
-1.338582677165354395e+00,1.513966070250295726e+00
-1.307086614173228245e+00,1.483553817541658493e+00
-1.275590551181102317e+00,1.453049692977988805e+00
-1.244094488188976388e+00,1.422449828007706252e+00
-1.212598425196850460e+00,1.391750264198740039e+00
-1.181102362204724532e+00,1.360935507815003165e+00
-1.149606299212598381e+00,1.330025307938376811e+00
-1.118110236220472453e+00,1.298992928585128270e+00
-1.086614173228346525e+00,1.267854883765678897e+00
-1.055118110236220375e+00,1.236587144017120776e+00
-1.023622047244094446e+00,1.205203353548319090e+00
-9.921259842519685179e-01,1.173681831527215280e+00
-9.606299212598425896e-01,1.142026462080611759e+00
-9.291338582677166613e-01,1.110239232421983413e+00
-8.976377952755905110e-01,1.078301073177085012e+00
-8.661417322834645827e-01,1.046214112079294267e+00
-8.346456692913386544e-01,1.013973166330000675e+00
-8.031496062992125040e-01,9.815729527787364628e-01
-7.716535433070865757e-01,9.490080854975472269e-01
-7.401574803149606474e-01,9.162730733232727909e-01
-7.086614173228347191e-01,8.833623173735263290e-01
-6.771653543307087908e-01,8.502701085427311067e-01
-6.456692913385826404e-01,8.169906249855101166e-01
-6.141732283464567121e-01,7.835179295956419265e-01
-5.826771653543307838e-01,7.498459674898643179e-01
-5.511811023622046335e-01,7.159646777875671164e-01
-5.196850393700787052e-01,6.818757177319857421e-01
-4.881889763779527769e-01,6.475685865331330948e-01
-4.566929133858268486e-01,6.130332073390373226e-01
-4.251968503937009203e-01,5.782701205891691565e-01
-3.937007874015747699e-01,5.432688123218393228e-01
-3.622047244094488416e-01,5.080191373666788079e-01
-3.307086614173229133e-01,4.725173650998563124e-01
-2.992125984251967630e-01,4.367594672309265680e-01
-2.677165354330708347e-01,4.007316791783873122e-01
-2.362204724409449064e-01,3.644327388935036383e-01
-2.047244094488189781e-01,3.278489047195370931e-01
-1.732283464566930498e-01,2.909754310828081558e-01
-1.417322834645668994e-01,2.538043829856008182e-01
-1.102362204724409711e-01,2.163276821774843817e-01
-7.874015748031504280e-02,1.785400079846914678e-01
-4.724409448818889246e-02,1.404271963961680192e-01
-1.574803149606296415e-02,1.019834593810748091e-01
1.574803149606296415e-02,-1.019834593810747814e-01
4.724409448818889246e-02,-1.404271963961679359e-01
7.874015748031482076e-02,-1.785400079846911625e-01
1.102362204724407491e-01,-2.163276821774841041e-01
1.417322834645666774e-01,-2.538043829856005962e-01
1.732283464566930498e-01,-2.909754310828082113e-01
2.047244094488189781e-01,-3.278489047195370931e-01
2.362204724409449064e-01,-3.644327388935037493e-01
2.677165354330708347e-01,-4.007316791783872567e-01
2.992125984251967630e-01,-4.367594672309266235e-01
3.307086614173226913e-01,-4.725173650998559793e-01
3.622047244094486196e-01,-5.080191373666786969e-01
3.937007874015749920e-01,-5.432688123218395448e-01
4.251968503937009203e-01,-5.782701205891691565e-01
4.566929133858268486e-01,-6.130332073390372116e-01
4.881889763779527769e-01,-6.475685865331330948e-01
5.196850393700787052e-01,-6.818757177319857421e-01
5.511811023622046335e-01,-7.159646777875670054e-01
5.826771653543305618e-01,-7.498459674898638738e-01
6.141732283464564901e-01,-7.835179295956419265e-01
6.456692913385824184e-01,-8.169906249855097835e-01
6.771653543307087908e-01,-8.502701085427309957e-01
7.086614173228347191e-01,-8.833623173735264400e-01
7.401574803149606474e-01,-9.162730733232727909e-01
7.716535433070865757e-01,-9.490080854975472269e-01
8.031496062992125040e-01,-9.815729527787364628e-01
8.346456692913384323e-01,-1.013973166330000675e+00
8.661417322834643606e-01,-1.046214112079294267e+00
8.976377952755907330e-01,-1.078301073177085456e+00
9.291338582677166613e-01,-1.110239232421983413e+00
9.606299212598425896e-01,-1.142026462080611537e+00
9.921259842519685179e-01,-1.173681831527215280e+00
1.023622047244094446e+00,-1.205203353548319090e+00
1.055118110236220375e+00,-1.236587144017120776e+00
1.086614173228346303e+00,-1.267854883765678897e+00
1.118110236220472231e+00,-1.298992928585128048e+00
1.149606299212598159e+00,-1.330025307938376811e+00
1.181102362204724532e+00,-1.360935507815003165e+00
1.212598425196850460e+00,-1.391750264198740039e+00
1.244094488188976388e+00,-1.422449828007706252e+00
1.275590551181102317e+00,-1.453049692977989027e+00
1.307086614173228245e+00,-1.483553817541658493e+00
1.338582677165354173e+00,-1.513966070250295060e+00
1.370078740157480102e+00,-1.544308982243594475e+00
1.401574803149606474e+00,-1.574550468014637605e+00
1.433070866141732402e+00,-1.604688942063395407e+00
1.464566929133858331e+00,-1.634770606370943513e+00
1.496062992125984259e+00,-1.664778402354971654e+00
1.527559055118110187e+00,-1.694715662499308273e+00
1.559055118110236116e+00,-1.724585628988371644e+00
1.590551181102362044e+00,-1.754355551986505501e+00
1.622047244094487972e+00,-1.784097126592369520e+00
1.653543307086613900e+00,-1.813780325667468274e+00
1.685039370078740273e+00,-1.843359846704537119e+00
1.716535433070866201e+00,-1.872876084951280440e+00
1.748031496062992129e+00,-1.902391732663402335e+00
1.779527559055118058e+00,-1.931792236528292905e+00
1.811023622047243986e+00,-1.961132627397617068e+00
1.842519685039369914e+00,-1.990413083574870345e+00
1.874015748031495843e+00,-2.019633418679360304e+00
1.905511811023622215e+00,-2.048793053916336593e+00
1.937007874015748143e+00,-2.077890988286777763e+00
1.968503937007874072e+00,-2.106925766662719468e+00
2.000000000000000000e+00,-2.135895445658805958e+00
