# omega_y,average_angle
-2.000000000000000000e+00,-6.269465501004835295e-02
-1.968503937007874072e+00,-6.170226496398412835e-02
-1.937007874015748143e+00,-6.071011819060154191e-02
-1.905511811023621993e+00,-5.971821065891233515e-02
-1.874015748031496065e+00,-5.872653834476938145e-02
-1.842519685039370136e+00,-5.773509723074423533e-02
-1.811023622047243986e+00,-5.674388330600556307e-02
-1.779527559055118058e+00,-5.575289256619796879e-02
-1.748031496062992129e+00,-5.476212101332135485e-02
-1.716535433070866201e+00,-5.377156465561086507e-02
-1.685039370078740273e+00,-5.278121950741736929e-02
-1.653543307086614123e+00,-5.179108158908830167e-02
-1.622047244094488194e+00,-5.080114692684935956e-02
-1.590551181102362266e+00,-4.981141155268609816e-02
-1.559055118110236116e+00,-4.882187150422664934e-02
-1.527559055118110187e+00,-4.783252282462444743e-02
-1.496062992125984259e+00,-4.684336156244165578e-02
-1.464566929133858331e+00,-4.585438377153285006e-02
-1.433070866141732402e+00,-4.486558551092931224e-02
-1.401574803149606252e+00,-4.387696284472370617e-02
-1.370078740157480324e+00,-4.288851184195508620e-02
-1.338582677165354395e+00,-4.190022857649441240e-02
-1.307086614173228245e+00,-4.091210912693031554e-02
-1.275590551181102317e+00,-3.992414957645553514e-02
-1.244094488188976388e+00,-3.893634601275337143e-02
-1.212598425196850460e+00,-3.794869452788474790e-02
-1.181102362204724532e+00,-3.696119121817559999e-02
-1.149606299212598381e+00,-3.597383218410452749e-02
-1.118110236220472453e+00,-3.498661353019084930e-02
-1.086614173228346525e+00,-3.399953136488297750e-02
-1.055118110236220375e+00,-3.301258180044706197e-02
-1.023622047244094446e+00,-3.202576095285605134e-02
-9.921259842519685179e-01,-3.103906494167896907e-02
-9.606299212598425896e-01,-3.005248988997043236e-02
-9.291338582677166613e-01,-2.906603192416062215e-02
-8.976377952755905110e-01,-2.807968717394536753e-02
-8.661417322834645827e-01,-2.709345177217657025e-02
-8.346456692913386544e-01,-2.610732185475282685e-02
-8.031496062992125040e-01,-2.512129356051041873e-02
-7.716535433070865757e-01,-2.413536303111435757e-02
-7.401574803149606474e-01,-2.314952641094981597e-02
-7.086614173228347191e-01,-2.216377984701369680e-02
-6.771653543307087908e-01,-2.117811948880644196e-02
-6.456692913385826404e-01,-2.019254148822402159e-02
-6.141732283464567121e-01,-1.920704199945012097e-02
-5.826771653543307838e-01,-1.822161717884855300e-02
-5.511811023622046335e-01,-1.723626318485575043e-02
-5.196850393700787052e-01,-1.625097617787353912e-02
-4.881889763779527769e-01,-1.526575232016197901e-02
-4.566929133858268486e-01,-1.428058777573238715e-02
-4.251968503937009203e-01,-1.329547871024051517e-02
-3.937007874015747699e-01,-1.231042129087983952e-02
-3.622047244094488416e-01,-1.132541168627498179e-02
-3.307086614173229133e-01,-1.034044606637521575e-02
-2.992125984251967630e-01,-9.355520602348144435e-03
-2.677165354330708347e-01,-8.370631466473415355e-03
-2.362204724409449064e-01,-7.385774832036530284e-03
-2.047244094488189781e-01,-6.400946873222771241e-03
-1.732283464566930498e-01,-5.416143765011171597e-03
-1.417322834645668994e-01,-4.431361683068531405e-03
-1.102362204724409711e-01,-3.446596803643565878e-03
-7.874015748031504280e-02,-2.461845303460985773e-03
-4.724409448818889246e-02,-1.477103359615696389e-03
-1.574803149606296415e-02,-4.923671494670380953e-04
1.574803149606296415e-02,4.923671494670380953e-04
4.724409448818889246e-02,1.477103359615696389e-03
7.874015748031482076e-02,2.461845303460978834e-03
1.102362204724407491e-01,3.446596803643558939e-03
1.417322834645666774e-01,4.431361683068524467e-03
1.732283464566930498e-01,5.416143765011171597e-03
2.047244094488189781e-01,6.400946873222771241e-03
2.362204724409449064e-01,7.385774832036530284e-03
2.677165354330708347e-01,8.370631466473413620e-03
2.992125984251967630e-01,9.355520602348142700e-03
3.307086614173226913e-01,1.034044606637520881e-02
3.622047244094486196e-01,1.132541168627497312e-02
3.937007874015749920e-01,1.231042129087984646e-02
4.251968503937009203e-01,1.329547871024051517e-02
4.566929133858268486e-01,1.428058777573238715e-02
4.881889763779527769e-01,1.526575232016197901e-02
5.196850393700787052e-01,1.625097617787353912e-02
5.511811023622046335e-01,1.723626318485575043e-02
5.826771653543305618e-01,1.822161717884854606e-02
6.141732283464564901e-01,1.920704199945011403e-02
6.456692913385824184e-01,2.019254148822401118e-02
6.771653543307087908e-01,2.117811948880644196e-02
7.086614173228347191e-01,2.216377984701369680e-02
7.401574803149606474e-01,2.314952641094981597e-02
7.716535433070865757e-01,2.413536303111435757e-02
8.031496062992125040e-01,2.512129356051041873e-02
8.346456692913384323e-01,2.610732185475281644e-02
8.661417322834643606e-01,2.709345177217656331e-02
8.976377952755907330e-01,2.807968717394537100e-02
9.291338582677166613e-01,2.906603192416062215e-02
9.606299212598425896e-01,3.005248988997043236e-02
9.921259842519685179e-01,3.103906494167896907e-02
1.023622047244094446e+00,3.202576095285605134e-02
1.055118110236220375e+00,3.301258180044706197e-02
