# angular_frequency,average_fft_tr(J^2),95CLI
2.430147581257848515e+02,7.282016206488926002e-01,5.591948095968780896e-02
2.436443332935642445e+02,7.275425257018073300e-01,5.521175147163307623e-02
2.442739084613436376e+02,7.253444356451942410e-01,5.430844360158743056e-02
2.449034836291230590e+02,7.178965086022239817e-01,5.388877505395289758e-02
2.455330587969024521e+02,7.124964149728298946e-01,5.303646546884449586e-02
2.461626339646818167e+02,7.059998673730267793e-01,5.252069711434958349e-02
2.467922091324612097e+02,7.073946069526002578e-01,5.292437335681494937e-02
2.474217843002406028e+02,7.057912018611528504e-01,5.282833135340506830e-02
2.480513594680200242e+02,6.952107144928773019e-01,5.188871983286405531e-02
2.486809346357994173e+02,6.859567222870313064e-01,5.044424115630821714e-02
2.493105098035788103e+02,6.848274597778254424e-01,4.944990873868795184e-02
2.499400849713581749e+02,6.761601867352493578e-01,4.870463675933146136e-02
2.505696601391375680e+02,6.789920876918070780e-01,4.835295838092010245e-02
2.511992353069169894e+02,6.699563640060161029e-01,4.713310470328219842e-02
2.518288104746963825e+02,6.605788211663476961e-01,4.638103006956485058e-02
2.524583856424757755e+02,6.580785606260145526e-01,4.605406419868363771e-02
2.530879608102551686e+02,6.619808433529064118e-01,4.641520989386759694e-02
2.537175359780345332e+02,6.633345051618934063e-01,4.607883074719473782e-02
2.543471111458139546e+02,6.656899667288380673e-01,4.577973194394166501e-02
2.549766863135933477e+02,6.567344918589956837e-01,4.544754713551026754e-02
2.556062614813727407e+02,6.592738739224894839e-01,4.506767646793066046e-02
2.562358366491521338e+02,6.600034043405177409e-01,4.656888915766613235e-02
2.568654118169315552e+02,6.572199107011459374e-01,4.653885957062834505e-02
2.574949869847109198e+02,6.525370267638715971e-01,4.532909112833390791e-02
2.581245621524903413e+02,6.486633100688801168e-01,4.454153323937370262e-02
2.587541373202697059e+02,6.528211225279705321e-01,4.501884750645388650e-02
2.593837124880491274e+02,6.451232689939589982e-01,4.460254029651234547e-02
2.600132876558284920e+02,6.361684959800533168e-01,4.420812127451532320e-02
2.606428628236079135e+02,6.409967131489058279e-01,4.356054146480674294e-02
2.612724379913872781e+02,6.405300106016456052e-01,4.386322482974441828e-02
2.619020131591666996e+02,6.494537287091742828e-01,4.547425887028034436e-02
2.625315883269460642e+02,6.553671907961092780e-01,4.571661395174014819e-02
2.631611634947254856e+02,6.482483508613109402e-01,4.536695928099259562e-02
2.637907386625049071e+02,6.400311411778955017e-01,4.451861982921278410e-02
2.644203138302842717e+02,6.405206425759378819e-01,4.460628333798220130e-02
2.650498889980636363e+02,6.366882789743527615e-01,4.424371952508420608e-02
2.656794641658430578e+02,6.297660364352353213e-01,4.445859476905553859e-02
2.663090393336224793e+02,6.253261283820380489e-01,4.382253088002158181e-02
2.669386145014018439e+02,6.184336399202040591e-01,4.274755288590836866e-02
2.675681896691812653e+02,6.251716955455489666e-01,4.291509419356962646e-02
2.681977648369606300e+02,6.191859664680626762e-01,4.353001846507693895e-02
2.688273400047399946e+02,6.249377904978641318e-01,4.364355905503604360e-02
2.694569151725194160e+02,6.160305044156612064e-01,4.249433387766234776e-02
2.700864903402988375e+02,6.054863417899996048e-01,4.251141772484291759e-02
2.707160655080782021e+02,6.152582635116391474e-01,4.277265199586106903e-02
2.713456406758576236e+02,6.158471528262493555e-01,4.325497336388778313e-02
2.719752158436370451e+02,6.165039660247684239e-01,4.445230606622899150e-02
2.726047910114164097e+02,6.062427548656362797e-01,4.365570142976783752e-02
2.732343661791957743e+02,5.983787055233888985e-01,4.267174411444945442e-02
2.738639413469751958e+02,5.979101270780452504e-01,4.281916974774086643e-02
2.744935165147545604e+02,5.900728679939618582e-01,4.305831212525784019e-02
2.751230916825339818e+02,5.923607098145594607e-01,4.311855250001214723e-02
2.757526668503134033e+02,5.910958982971250553e-01,4.316603548104935850e-02
2.763822420180927679e+02,5.884672906421373195e-01,4.323629814622342860e-02
2.770118171858721325e+02,5.963589626412225675e-01,4.517629201237984005e-02
2.776413923536515540e+02,5.952218189799276526e-01,4.582549413269337846e-02
2.782709675214309755e+02,6.011504157252761660e-01,4.571470266441020336e-02
2.789005426892103401e+02,5.861375908921332423e-01,4.488723517996497103e-02
2.795301178569897615e+02,5.896152803939750386e-01,4.509823571006950360e-02
2.801596930247691262e+02,5.915965298355407853e-01,4.548993409483761963e-02
2.807892681925485476e+02,5.790654103494630167e-01,4.497165018932583469e-02
2.814188433603279123e+02,5.820961579220264026e-01,4.551737445067553095e-02
2.820484185281073337e+02,5.822845618769094678e-01,4.493737561603660530e-02
2.826779936958866983e+02,5.807316768534834805e-01,4.590237713953142923e-02
2.833075688636661198e+02,5.848362879594549701e-01,4.645625045012601734e-02
2.839371440314454844e+02,5.774407557096750132e-01,4.633704510389995840e-02
2.845667191992249059e+02,5.821531578254923733e-01,4.655188656288859056e-02
2.851962943670042705e+02,5.813756584295117769e-01,4.613667524676227233e-02
2.858258695347836920e+02,5.807426850750971870e-01,4.624807355056282515e-02
2.864554447025631134e+02,5.785446895211542317e-01,4.652279878964035026e-02
2.870850198703424780e+02,5.802505098147514584e-01,4.666404114279116416e-02
2.877145950381218427e+02,5.736944272481165896e-01,4.619428453059089973e-02
2.883441702059012641e+02,5.709526754717720864e-01,4.632102081294919849e-02
2.889737453736806287e+02,5.667479123435384958e-01,4.580484621379405513e-02
2.896033205414600502e+02,5.755795525210439800e-01,4.681735539009661273e-02
2.902328957092394717e+02,5.745053007683958990e-01,4.640531161606482186e-02
2.908624708770188363e+02,5.726580952941323632e-01,4.647549147398256225e-02
2.914920460447982009e+02,5.664931509361358364e-01,4.592293487768087101e-02
2.921216212125776224e+02,5.657095622986607619e-01,4.521860776703736512e-02
2.927511963803570438e+02,5.708719051324685489e-01,4.542355512584334704e-02
2.933807715481364085e+02,5.657455351974846058e-01,4.474986146978358892e-02
2.940103467159158299e+02,5.697961767009374068e-01,4.398473332944747433e-02
2.946399218836952514e+02,5.607738249612973513e-01,4.392880423438877413e-02
2.952694970514746160e+02,5.604902095720605271e-01,4.344918770983683537e-02
2.958990722192539806e+02,5.593423828783512519e-01,4.276368593969588627e-02
2.965286473870334021e+02,5.570401364206917227e-01,4.226096590456083352e-02
2.971582225548127667e+02,5.498102829555412407e-01,4.117731799487774069e-02
2.977877977225921882e+02,5.514295173361711822e-01,4.050565209358879953e-02
2.984173728903716096e+02,5.479616065582896267e-01,3.985767410337955063e-02
2.990469480581509742e+02,5.414323553264077660e-01,3.917509425760546532e-02
2.996765232259303389e+02,5.446295668042576699e-01,3.875444967440304367e-02
3.003060983937097603e+02,5.361669736418596122e-01,3.733979624141479936e-02
3.009356735614891818e+02,5.361215037410217432e-01,3.671929645682581872e-02
3.015652487292685464e+02,5.379017952496342181e-01,3.640590839427509245e-02
3.021948238970479679e+02,5.390663251991369975e-01,3.657142414389438767e-02
3.028243990648273325e+02,5.360746182737710086e-01,3.540307764968374238e-02
3.034539742326067540e+02,5.433143429730761254e-01,3.509537963600098398e-02
3.040835494003861186e+02,5.334485954106856775e-01,3.447813942207251375e-02
3.047131245681655400e+02,5.379479354812699565e-01,3.478038162617710233e-02
3.053426997359449047e+02,5.362378346673923879e-01,3.401236001468706249e-02
3.059722749037243261e+02,5.344691307713446138e-01,3.321307410595127768e-02
3.066018500715036907e+02,5.366975299304964642e-01,3.304550070555524466e-02
3.072314252392831122e+02,5.276251153249577053e-01,3.221710183208662676e-02
3.078610004070624768e+02,5.332253432595136511e-01,3.291020368182730194e-02
3.084905755748418983e+02,5.311210827972432380e-01,3.196031797902760402e-02
3.091201507426213198e+02,5.314633672047029966e-01,3.157727607969098432e-02
3.097497259104006844e+02,5.257747393371032807e-01,3.105410188558988330e-02
3.103793010781800490e+02,5.233361310825245249e-01,3.065780377273740268e-02
3.110088762459594705e+02,5.261192346215118887e-01,3.080076074090127777e-02
3.116384514137388351e+02,5.233358123666513873e-01,2.967912305922189992e-02
3.122680265815182565e+02,5.149639318336488580e-01,2.939268086538836949e-02
3.128976017492976780e+02,5.160920620213554910e-01,2.879869678395479207e-02
3.135271769170770426e+02,5.158658709898572559e-01,2.944613093343281113e-02
3.141567520848564072e+02,5.177327701971039531e-01,2.972029822804878041e-02
3.147863272526358287e+02,5.053198564405818605e-01,2.849447539599719165e-02
3.154159024204152502e+02,5.009491330017052935e-01,2.903434438097654210e-02
