# angular_frequency,average_fft_tr(J^2),95CLI
2.581132524189374067e+01,2.331512632216112380e+01,3.983282903049638612e+00
2.644090040967313371e+01,2.545980019555493712e+01,3.767461326322329107e+00
2.707047557745253030e+01,2.458521646908977942e+01,3.417850193813238846e+00
2.770005074523192334e+01,2.664831108718030350e+01,3.587456095963708513e+00
2.832962591301131994e+01,2.713103244897053301e+01,3.834133316292914540e+00
2.895920108079071653e+01,2.226583758014037073e+01,3.125215807728604300e+00
2.958877624857010602e+01,2.467842642375159556e+01,3.190084147241186496e+00
3.021835141634950261e+01,2.630607062974180721e+01,4.165931876121006461e+00
3.084792658412889921e+01,2.529750185581366395e+01,3.490509642664141321e+00
3.147750175190828870e+01,2.534180955624067266e+01,3.126040556800723014e+00
3.210707691968768529e+01,2.248506157973355002e+01,3.756079790832677290e+00
3.273665208746707833e+01,2.188288324298019916e+01,3.225690029885019516e+00
3.336622725524647137e+01,2.287873751888414020e+01,3.483052217272172513e+00
3.399580242302587152e+01,2.442442993584299415e+01,3.413768650364888302e+00
3.462537759080526456e+01,2.331918588648156643e+01,3.560225364241935697e+00
3.525495275858465760e+01,2.259595013573554922e+01,3.770886362568904193e+00
3.588452792636405064e+01,2.426726949126808464e+01,3.383634430645276137e+00
3.651410309414344368e+01,2.491832266393185336e+01,3.614555612805666396e+00
3.714367826192284383e+01,2.279092843896695797e+01,4.002478096809665153e+00
3.777325342970223687e+01,2.352049216066175319e+01,3.676137751261043363e+00
3.840282859748162991e+01,2.391541600015820279e+01,3.926712775033196490e+00
3.903240376526102295e+01,2.368060643716610869e+01,3.382527047475328619e+00
3.966197893304042310e+01,2.372964210105962835e+01,3.595351510332024159e+00
4.029155410081981614e+01,2.219403372946420205e+01,3.825037790435644958e+00
4.092112926859920918e+01,2.283822053246474582e+01,3.175050228562984245e+00
4.155070443637860222e+01,2.433752168667992777e+01,4.205720225774771670e+00
4.218027960415800237e+01,2.381731670901193709e+01,3.720626010735307077e+00
4.280985477193739541e+01,2.189199447440958934e+01,3.638108545855244014e+00
4.343942993971678135e+01,2.283590720079396519e+01,3.523304348351381510e+00
4.406900510749618860e+01,2.103328303995300530e+01,3.283538973360952351e+00
4.469858027527557454e+01,2.311439293382757043e+01,3.307232780010484596e+00
4.532815544305496758e+01,2.350454450276923168e+01,3.471501121797246903e+00
4.595773061083436772e+01,2.468492139730143720e+01,3.340541438082079928e+00
4.658730577861376076e+01,2.253359776818356508e+01,3.691043521021751594e+00
4.721688094639315381e+01,2.432366226180203483e+01,3.806978665202959800e+00
4.784645611417255395e+01,2.312075088890607688e+01,3.008183916522638945e+00
4.847603128195194699e+01,2.265363582316110325e+01,3.899179811640934634e+00
4.910560644973133293e+01,1.963832940761851020e+01,3.265918610024548752e+00
4.973518161751073308e+01,2.341123158947731753e+01,3.442152978095420313e+00
5.036475678529012612e+01,2.243044226138708908e+01,3.362394602107960928e+00
5.099433195306951916e+01,2.308058898585907670e+01,4.005821266771619982e+00
5.162390712084891931e+01,2.371582509268574768e+01,3.827666455057411543e+00
5.225348228862831235e+01,2.480920313299213475e+01,3.368830312762976398e+00
5.288305745640770539e+01,2.173470885589591717e+01,3.215403428175554801e+00
5.351263262418710553e+01,2.183673585862314681e+01,3.933517280108782543e+00
5.414220779196649858e+01,2.166646616596202080e+01,2.838822578622582249e+00
5.477178295974588451e+01,2.251728266752531837e+01,3.560749393160794085e+00
5.540135812752528466e+01,2.056504688223481736e+01,3.420632854174373350e+00
5.603093329530467770e+01,2.254594560858024010e+01,3.547978991414669991e+00
5.666050846308407074e+01,1.988097987110936415e+01,3.044283694299602772e+00
5.729008363086347089e+01,2.075136091982212250e+01,3.165244728785354233e+00
5.791965879864286393e+01,1.997005742246281912e+01,2.724875919798094515e+00
5.854923396642225697e+01,1.945990716860731240e+01,3.063081182962188009e+00
5.917880913420165712e+01,1.970196123308542724e+01,3.125989750775419740e+00
5.980838430198105016e+01,1.897176553899907603e+01,3.495488472849257011e+00
6.043795946976043609e+01,2.128993142346163836e+01,3.066947799613827907e+00
6.106753463753983624e+01,2.126684330612135199e+01,3.517420139749188213e+00
6.169710980531922928e+01,1.994250912457818714e+01,2.861566691237201532e+00
6.232668497309862232e+01,1.891700395076109587e+01,2.879009776389602315e+00
6.295626014087801536e+01,1.941351309744862519e+01,3.526864693504188519e+00
6.358583530865741551e+01,2.061711183784668577e+01,2.947270406667739095e+00
6.421541047643680145e+01,2.078420911054064035e+01,3.517245077418025279e+00
6.484498564421619449e+01,2.035165854205215297e+01,2.554753702578719476e+00
6.547456081199560174e+01,1.914123292783904517e+01,3.118430724428514100e+00
6.610413597977499478e+01,1.902399726386591539e+01,3.335430439370866473e+00
6.673371114755438782e+01,1.799404817673852008e+01,2.658870380130936795e+00
6.736328631533378086e+01,1.819446405195807159e+01,3.641415299016028229e+00
6.799286148311317390e+01,1.949643519373314504e+01,2.858231511465248786e+00
6.862243665089256695e+01,1.566434303820564367e+01,2.746378515527073017e+00
6.925201181867195999e+01,1.800187762902703881e+01,3.075409333263774414e+00
6.988158698645135303e+01,2.064661686358725845e+01,3.584687420814923087e+00
7.051116215423074607e+01,1.759478341360591358e+01,3.474745279452510882e+00
7.114073732201015332e+01,1.995896259600472789e+01,3.188909591546553735e+00
7.177031248978954636e+01,1.699453781509537009e+01,3.337824600586930757e+00
7.239988765756893940e+01,1.788498972805778209e+01,3.816627077921470601e+00
7.302946282534833244e+01,1.618583387660574147e+01,3.390629981168490126e+00
7.365903799312772549e+01,1.627518925918427328e+01,2.883530664427488954e+00
7.428861316090711853e+01,1.643163617414941058e+01,2.977849240292494759e+00
7.491818832868651157e+01,1.882359293037319858e+01,3.493704930433966904e+00
7.554776349646590461e+01,1.762975990830847550e+01,3.133005987006153070e+00
7.617733866424529765e+01,1.642719505285863235e+01,2.966602936922437816e+00
7.680691383202470490e+01,1.732632712328882363e+01,3.516257996326221935e+00
7.743648899980409794e+01,1.609041953051032436e+01,3.219118277320356825e+00
7.806606416758349098e+01,1.730101835853243486e+01,2.873209354236545110e+00
7.869563933536288403e+01,1.684110075096634773e+01,3.412268841701871835e+00
7.932521450314227707e+01,1.960946001940507344e+01,3.033116891467149134e+00
7.995478967092167011e+01,1.790851213724500113e+01,3.151929366897000317e+00
8.058436483870107736e+01,1.714964946807518587e+01,2.913239988546770576e+00
8.121394000648045619e+01,1.753662019541799921e+01,3.033272785465428889e+00
8.184351517425986344e+01,1.929696283216614106e+01,3.475566890743980508e+00
8.247309034203924227e+01,1.559662793225834321e+01,2.850338405902778316e+00
8.310266550981864953e+01,1.660995832714609222e+01,3.041498284895317816e+00
8.373224067759804257e+01,1.523589423216005834e+01,3.041868831808455020e+00
8.436181584537742140e+01,1.753179276775109230e+01,3.652055605949613870e+00
8.499139101315682865e+01,1.516522683393626636e+01,3.091350872747764100e+00
8.562096618093622169e+01,1.538390791236986388e+01,3.361223227840793637e+00
8.625054134871561473e+01,1.587213394895133867e+01,2.921261606210002526e+00
8.688011651649500777e+01,1.707062928314944372e+01,2.939816966330286441e+00
8.750969168427441502e+01,1.462218183990309583e+01,2.941187596587351738e+00
8.813926685205379385e+01,1.530452277742659639e+01,2.860330312464273828e+00
8.876884201983320111e+01,1.429338402030540678e+01,3.074071319037420924e+00
8.939841718761259415e+01,1.387681883412152217e+01,2.891265409337573367e+00
9.002799235539197298e+01,1.460624216737721959e+01,2.488767188651605622e+00
9.065756752317138023e+01,1.411412410436695453e+01,2.929735917542375834e+00
9.128714269095077327e+01,1.562123674748216118e+01,3.118000561018347661e+00
9.191671785873016631e+01,1.411717130044614521e+01,2.610707326828492381e+00
9.254629302650955935e+01,1.471261839728123277e+01,2.493435104871675634e+00
9.317586819428896661e+01,1.485147188197293211e+01,2.696658533217918041e+00
9.380544336206834544e+01,1.387339175112258616e+01,2.816734557682303297e+00
9.443501852984775269e+01,1.478231017213851395e+01,2.534196754163327014e+00
9.506459369762714573e+01,1.349179335558485704e+01,2.513280084721013274e+00
9.569416886540652456e+01,1.327046277623763970e+01,2.605795791858722676e+00
9.632374403318593181e+01,1.502481547711333221e+01,2.617462322550098364e+00
9.695331920096532485e+01,1.280242962991660072e+01,2.531179836280363027e+00
9.758289436874471789e+01,1.550699769812500506e+01,2.689880859808890357e+00
9.821246953652411094e+01,1.240996878602761022e+01,2.500271966266388368e+00
9.884204470430351819e+01,1.475770477359979083e+01,2.570813091211819668e+00
9.947161987208289702e+01,1.414882128206279077e+01,2.256921879589138591e+00
1.001011950398623043e+02,1.427510024072719119e+01,2.432277195254362923e+00
1.007307702076416973e+02,1.302820925250449946e+01,2.020984815647503208e+00
1.013603453754210761e+02,1.385774197330063906e+01,2.386960428877741958e+00
1.019899205432004834e+02,1.348470456499243930e+01,2.167284076891881739e+00
1.026194957109798764e+02,1.468540131532729731e+01,2.427365011254289495e+00
1.032490708787592695e+02,1.208605406124210546e+01,2.061783974709001210e+00
1.038786460465386625e+02,1.334532120284555035e+01,2.102671021904927162e+00
1.045082212143180698e+02,1.176550304969058658e+01,2.029064824901896547e+00
1.051377963820974486e+02,1.198256435657132712e+01,1.941759871939380933e+00
1.057673715498768559e+02,1.280709415049600430e+01,1.909754037834255236e+00
1.063969467176562489e+02,1.314405087041121867e+01,2.096649316839607646e+00
1.070265218854356277e+02,1.253154032464776080e+01,2.300932851411244151e+00
1.076560970532150350e+02,1.102263973535861652e+01,2.214631459413952452e+00
1.082856722209944280e+02,1.271702847688771953e+01,2.472996949629591601e+00
1.089152473887738211e+02,1.084990758563854563e+01,1.878120892902127581e+00
1.095448225565532141e+02,1.114140216408688744e+01,1.793025502680086980e+00
1.101743977243326214e+02,1.106280039645970170e+01,1.946683035011274487e+00
1.108039728921120002e+02,1.098566995918718270e+01,1.880899810925383830e+00
1.114335480598913932e+02,1.232792902989004702e+01,2.122316771488292453e+00
1.120631232276708005e+02,1.126940859651705829e+01,1.838960737791554223e+00
1.126926983954501793e+02,1.141379896555355167e+01,1.845008702527645816e+00
1.133222735632295866e+02,1.151566511729877895e+01,2.041806502856727157e+00
1.139518487310089796e+02,1.155432195908794490e+01,1.869511708836652408e+00
1.145814238987883726e+02,1.023209240665901198e+01,1.614237476843853436e+00
1.152109990665677657e+02,1.225493666525731840e+01,1.980578982833177237e+00
1.158405742343471729e+02,1.090934687278807047e+01,1.799175271858362457e+00
1.164701494021265518e+02,1.094978743078312533e+01,1.973714646464096445e+00
1.170997245699059448e+02,1.064658464723536468e+01,1.755384442096252107e+00
1.177292997376853521e+02,1.069773960525690271e+01,1.934484923151298386e+00
1.183588749054647309e+02,1.060059389721338086e+01,1.707526073278245571e+00
1.189884500732441381e+02,9.277959153486397881e+00,1.554235379718800436e+00
1.196180252410235312e+02,1.127997239172730914e+01,1.944730978515527564e+00
1.202476004088029242e+02,1.167842602530559581e+01,1.935892603160368264e+00
1.208771755765823173e+02,8.935593617322687976e+00,1.712361299404395076e+00
1.215067507443617245e+02,1.196099612028380044e+01,2.049766220120349036e+00
1.221363259121411033e+02,1.176249242883861257e+01,2.207250877219135266e+00
1.227659010799204964e+02,1.052786216563719890e+01,1.905865050252483428e+00
1.233954762476998894e+02,1.000643803036016877e+01,1.836614722613157502e+00
1.240250514154792825e+02,9.331576821282858702e+00,1.521034738637141226e+00
1.246546265832586897e+02,1.045388267500057644e+01,1.812711372278754007e+00
1.252842017510380686e+02,1.079242245954709922e+01,1.660627332784307741e+00
1.259137769188174758e+02,8.916606049082242080e+00,1.637798882135229617e+00
1.265433520865968688e+02,8.559819077505832041e+00,1.502689486942780706e+00
1.271729272543762477e+02,8.781022218183036188e+00,1.449409884301206652e+00
1.278025024221556549e+02,8.654867768899990210e+00,1.403844879622640152e+00
1.284320775899350622e+02,9.009563387980058735e+00,1.563803489837323424e+00
1.290616527577144268e+02,9.585583253507806489e+00,1.665068448108781629e+00
1.296912279254938483e+02,8.860391522527265806e+00,1.661666474064824817e+00
1.303208030932732413e+02,9.519643673988113619e+00,1.725629469613920941e+00
1.309503782610526343e+02,8.787526190378452284e+00,1.513470427405742447e+00
1.315799534288320274e+02,8.329518042595921656e+00,1.334872395291159641e+00
1.322095285966114204e+02,8.622785542938087744e+00,1.403629965194710394e+00
1.328391037643908135e+02,9.612748515767941981e+00,1.613475674902739465e+00
1.334686789321702065e+02,8.965047275130375581e+00,1.723206952705173878e+00
1.340982540999495995e+02,8.466526022388439543e+00,1.555165454097825917e+00
1.347278292677289926e+02,7.979191109126103854e+00,1.502966503564897804e+00
1.353574044355083856e+02,8.020150785540295146e+00,1.437268466191175209e+00
1.359869796032877787e+02,8.407299853510359355e+00,1.742119185645776058e+00
1.366165547710671717e+02,7.958301709171310634e+00,1.527773436359176618e+00
1.372461299388465648e+02,9.351010844762607022e+00,1.720148017232614235e+00
1.378757051066259862e+02,8.344881106899894263e+00,1.465417403214241521e+00
1.385052802744053508e+02,8.538624834695360377e+00,1.606834758275623054e+00
1.391348554421847439e+02,7.531534625382818149e+00,1.330327514791582066e+00
1.397644306099641653e+02,8.026111202898741581e+00,1.320560433608755968e+00
1.403940057777435300e+02,8.201921419978381422e+00,1.486436532141200306e+00
1.410235809455229514e+02,8.338640746968401629e+00,1.461481848036463971e+00
1.416531561133023445e+02,7.954194325538601618e+00,1.446728651623857553e+00
1.422827312810817091e+02,7.147216749656950974e+00,1.219247710957861219e+00
1.429123064488611305e+02,7.822303305366821391e+00,1.603772873498093388e+00
1.435418816166405236e+02,8.761656087571944695e+00,1.715879946857717053e+00
1.441714567844199166e+02,8.134780289478257487e+00,1.418598268070732527e+00
1.448010319521993097e+02,8.287748759368627205e+00,1.666916103898289148e+00
1.454306071199787027e+02,7.466056051569633922e+00,1.309629234273084197e+00
1.460601822877580958e+02,7.182533915005789638e+00,1.304969556004354825e+00
1.466897574555374888e+02,6.901615737089379365e+00,1.158337145196702611e+00
1.473193326233168818e+02,7.716795262369731567e+00,1.337431496643596285e+00
1.479489077910962749e+02,7.726567174123382564e+00,1.295774960162108469e+00
1.485784829588756679e+02,7.996826234410503886e+00,1.359538628157240803e+00
1.492080581266550894e+02,7.206638643103323361e+00,1.183477624692875763e+00
1.498376332944344540e+02,7.274729253913065463e+00,1.395622734327764070e+00
1.504672084622138470e+02,6.449454134574788000e+00,1.053074632295956770e+00
1.510967836299932685e+02,7.138245406480733912e+00,1.282668583768729276e+00
1.517263587977726331e+02,7.096485521820553366e+00,1.248896922411053323e+00
1.523559339655520546e+02,7.136200333503543547e+00,1.145116097688067880e+00
1.529855091333314476e+02,6.712447094148467741e+00,1.209875147266136652e+00
1.536150843011108122e+02,6.611622642807430061e+00,1.101167546647050077e+00
1.542446594688902337e+02,6.329083887366330430e+00,1.033576313682585734e+00
1.548742346366696268e+02,6.637626555010169405e+00,1.172162961445313956e+00
1.555038098044490198e+02,6.150823061560294569e+00,1.032009102676871848e+00
1.561333849722284128e+02,7.088532830448235345e+00,1.325398489942580360e+00
1.567629601400078059e+02,7.124069073622910864e+00,1.378996303870090090e+00
1.573925353077871989e+02,5.875737698569473366e+00,1.104667399508409087e+00
1.580221104755665920e+02,6.567235205832430367e+00,1.289196320582563393e+00
1.586516856433459850e+02,5.979466184175244337e+00,1.090718491794085754e+00
1.592812608111253780e+02,6.529117060884882306e+00,1.351056929551791352e+00
1.599108359789047711e+02,6.029318415318020818e+00,9.772674852925957723e-01
1.605404111466841641e+02,6.005794453878288586e+00,1.013772810176710726e+00
1.611699863144635572e+02,6.393686116282776943e+00,1.098034601962915469e+00
1.617995614822429502e+02,5.568717654170355580e+00,1.086974833249026107e+00
1.624291366500223717e+02,6.552043175704952205e+00,1.184879872631052766e+00
1.630587118178017647e+02,6.053788297463478685e+00,1.041227243319828188e+00
1.636882869855811293e+02,6.717372512451781574e+00,1.381572971333099309e+00
1.643178621533605224e+02,6.526160290830589794e+00,1.328047749171310743e+00
1.649474373211399154e+02,6.079045221421064404e+00,1.085050462135031646e+00
1.655770124889193369e+02,6.239094846114309867e+00,1.101359748152832552e+00
1.662065876566987299e+02,6.059914954872924753e+00,1.050999588917821859e+00
1.668361628244781230e+02,5.562438829479725122e+00,9.592325852549488108e-01
1.674657379922574876e+02,5.271623279007157770e+00,9.047266985955942920e-01
1.680953131600369090e+02,5.208812388997167808e+00,9.344689093243611078e-01
1.687248883278163021e+02,5.280365061391380621e+00,9.630614279181678450e-01
1.693544634955956951e+02,4.901847957284156010e+00,8.165036290277215558e-01
1.699840386633750882e+02,5.117528268687530080e+00,9.287891183716960875e-01
1.706136138311545096e+02,5.521671259346386584e+00,1.085695014476026898e+00
1.712431889989338742e+02,5.994615986513691652e+00,1.080374424190040372e+00
1.718727641667132673e+02,5.304536502817651211e+00,9.761774835005606610e-01
1.725023393344926603e+02,5.345922725477381121e+00,9.282685964370644971e-01
1.731319145022720534e+02,5.581028178676262108e+00,1.029434396738734270e+00
1.737614896700514748e+02,5.063073333964943856e+00,9.715991249372923910e-01
1.743910648378308679e+02,4.783597500938039815e+00,8.640227418530447290e-01
1.750206400056102325e+02,5.152029220096284945e+00,1.006438018222792330e+00
1.756502151733896255e+02,4.679516436797793055e+00,9.810223001678461952e-01
1.762797903411690186e+02,4.929685666167705982e+00,8.793638974546401643e-01
1.769093655089484400e+02,5.036991084464325752e+00,8.236497515082046306e-01
1.775389406767278331e+02,4.535597456260832772e+00,7.617773231640682097e-01
1.781685158445072261e+02,4.729131565029692119e+00,9.971004427643479495e-01
1.787980910122865907e+02,4.767864370896299775e+00,8.775364123171027764e-01
1.794276661800659838e+02,5.084142564356971761e+00,9.346570624389535231e-01
1.800572413478454052e+02,4.603580727104597869e+00,7.639667589261744940e-01
1.806868165156247983e+02,4.488620841646179471e+00,9.521387030733552415e-01
1.813163916834041913e+02,4.448498287690130226e+00,8.069980492636130709e-01
1.819459668511836128e+02,5.032973938566287053e+00,9.150412779670035190e-01
1.825755420189629774e+02,4.886051957320720618e+00,9.549095389645515519e-01
1.832051171867423704e+02,4.673755305307307317e+00,1.027788943642324204e+00
1.838346923545217635e+02,4.332822627152908446e+00,7.534649221971857491e-01
1.844642675223011565e+02,4.732394991936924811e+00,9.612881726313422526e-01
1.850938426900805780e+02,4.433732796592940950e+00,9.270707540959469695e-01
1.857234178578599710e+02,4.625381349110906370e+00,9.681897927169598184e-01
1.863529930256393357e+02,4.376208470397933148e+00,8.937196694644891082e-01
1.869825681934187287e+02,4.478164430471652580e+00,8.416925018743857123e-01
1.876121433611981217e+02,4.645500331851215137e+00,1.025022470436433464e+00
1.882417185289775432e+02,4.467094019980712538e+00,8.177410738789225864e-01
1.888712936967569362e+02,3.557158725895863682e+00,7.098135379265344547e-01
1.895008688645363293e+02,4.309097559194896121e+00,7.576387473056457322e-01
1.901304440323156939e+02,3.991852882073700481e+00,7.798975549573374799e-01
1.907600192000950869e+02,4.047202055879739468e+00,8.335036542933940140e-01
1.913895943678745084e+02,4.004286753603484961e+00,8.815080291057596495e-01
1.920191695356539014e+02,4.114436922619559844e+00,8.163073031866533436e-01
1.926487447034332945e+02,4.050186113803345478e+00,8.832971992526607030e-01
1.932783198712127160e+02,4.058344204881836781e+00,6.919121806937228447e-01
1.939078950389920806e+02,3.931216525536881612e+00,9.482301003376486515e-01
1.945374702067714736e+02,3.647387126068823093e+00,7.309032490232095780e-01
1.951670453745508667e+02,3.716908864326704531e+00,7.072246956637234794e-01
1.957966205423302597e+02,3.610339979169642444e+00,7.376388062095763365e-01
1.964261957101096812e+02,3.571633649878849237e+00,7.025368508950794455e-01
1.970557708778890742e+02,3.564385549735723746e+00,7.052854931723099297e-01
1.976853460456684388e+02,3.760447690664136644e+00,7.670065990963350622e-01
1.983149212134478319e+02,3.440913062372380260e+00,7.356429573201133110e-01
1.989444963812272249e+02,3.617535531892336564e+00,7.792747712954793959e-01
1.995740715490066464e+02,3.277254236087047801e+00,7.219966821679923985e-01
2.002036467167860394e+02,3.379252848763653727e+00,7.208713078067369162e-01
2.008332218845654324e+02,3.714752828227499304e+00,6.592149414059783608e-01
2.014627970523447971e+02,3.215165664640145859e+00,6.966161461435735891e-01
2.020923722201241901e+02,3.409274593612400039e+00,6.520920196851421879e-01
2.027219473879036116e+02,3.161919514016670263e+00,5.941730781314190635e-01
2.033515225556830046e+02,3.297957075483346046e+00,7.018077529639830114e-01
2.039810977234623977e+02,3.431875599657842724e+00,5.954908546503859812e-01
2.046106728912418191e+02,3.422356775429258757e+00,6.448230452636178889e-01
2.052402480590211837e+02,3.130864528660310064e+00,6.577157892518979976e-01
2.058698232268005768e+02,3.416317852642850816e+00,7.145033896243228044e-01
2.064993983945799698e+02,3.514676054900222724e+00,7.210302830819182995e-01
2.071289735623593629e+02,3.472930710550585776e+00,7.338383055969324165e-01
2.077585487301387843e+02,3.029424558441581983e+00,6.032722362777155345e-01
2.083881238979181774e+02,3.699184990407193840e+00,7.717123869199494779e-01
2.090176990656975420e+02,3.069995055847105192e+00,6.612413524299939338e-01
2.096472742334769350e+02,3.353769389732732087e+00,7.273194992886301558e-01
2.102768494012563281e+02,3.145710515188505418e+00,6.528385698145113825e-01
2.109064245690357495e+02,2.734238171927518390e+00,6.617735842360624732e-01
2.115359997368151426e+02,3.036691934992524988e+00,6.079795020626589386e-01
2.121655749045945356e+02,2.881050720034873613e+00,5.834312503630332269e-01
2.127951500723739002e+02,2.884508875794590921e+00,5.655660498201126041e-01
2.134247252401532933e+02,2.801229515845787610e+00,5.393803183245419186e-01
2.140543004079327147e+02,2.827963823841051827e+00,5.991668007013822850e-01
2.146838755757121078e+02,2.772860206305557629e+00,5.605404977776734521e-01
2.153134507434915008e+02,3.014311347673427122e+00,5.471946924061101836e-01
2.159430259112708939e+02,2.742279643834240055e+00,6.112099857060954156e-01
2.165726010790502585e+02,2.895559866919530378e+00,5.986407781997511446e-01
2.172021762468296799e+02,2.854720039896945227e+00,6.353561913986970344e-01
2.178317514146090730e+02,2.816035046278762888e+00,6.186672314615758728e-01
2.184613265823884660e+02,2.817892948211715876e+00,5.761372330170908551e-01
2.190909017501678875e+02,2.913916984173456459e+00,6.658958188905303999e-01
2.197204769179472805e+02,2.669847263285352934e+00,6.384299611945608577e-01
2.203500520857266451e+02,2.542453592868227474e+00,6.503106938034091122e-01
2.209796272535060382e+02,2.648655303301168829e+00,6.298063480863682617e-01
2.216092024212854312e+02,2.637183693880975621e+00,5.719503796975234922e-01
2.222387775890648527e+02,2.835038257602015221e+00,6.566171873047589314e-01
2.228683527568442457e+02,2.627549930453468630e+00,5.510293057003885497e-01
2.234979279246236388e+02,2.418454928765137346e+00,5.363421338467182498e-01
2.241275030924030034e+02,2.418054494703325563e+00,4.623717202422042982e-01
2.247570782601823964e+02,2.285354223786129069e+00,4.925715543607965818e-01
2.253866534279618179e+02,2.597816221576930928e+00,4.615883002831867032e-01
2.260162285957412109e+02,2.502125543861910106e+00,4.583756325375435980e-01
2.266458037635206040e+02,2.416825186146575710e+00,4.843607898439122872e-01
2.272753789312999970e+02,2.786066661038451908e+00,5.522051746570866282e-01
2.279049540990793616e+02,2.590182382761765822e+00,5.955884394493005107e-01
2.285345292668587831e+02,2.600569023285825399e+00,5.986254129414351199e-01
2.291641044346381761e+02,2.886768417146784671e+00,6.367588950590269414e-01
2.297936796024175692e+02,2.308842181520116110e+00,5.653478362554498204e-01
2.304232547701969906e+02,2.464920832635714376e+00,5.278046483107038389e-01
2.310528299379763837e+02,2.604812373261970126e+00,6.046536405500467781e-01
2.316824051057557483e+02,2.322289976194997774e+00,4.727521352332017535e-01
2.323119802735351414e+02,2.529530627871774406e+00,5.201875574990824092e-01
2.329415554413145344e+02,2.551198212649669728e+00,5.216998475680810765e-01
2.335711306090939559e+02,2.306476326717229686e+00,4.983165244789475867e-01
2.342007057768733489e+02,2.371495685114594298e+00,5.084415962211414897e-01
2.348302809446527419e+02,2.381407561991578881e+00,5.440919255860535708e-01
2.354598561124321066e+02,2.328163104753816715e+00,4.910558743295404538e-01
2.360894312802114996e+02,2.464035994254714090e+00,5.312088941423074306e-01
2.367190064479909211e+02,2.166337428172155022e+00,4.784071348134859014e-01
2.373485816157703141e+02,2.265140737421910799e+00,4.798452958535642798e-01
2.379781567835497071e+02,2.278832152645633879e+00,5.326909688117512642e-01
2.386077319513291002e+02,2.343126042154762612e+00,4.569473518867077089e-01
2.392373071191084648e+02,2.079990669822091132e+00,4.906930287400882995e-01
2.398668822868878863e+02,2.365736575280094733e+00,5.528599034536383350e-01
2.404964574546672793e+02,2.170937581209855249e+00,5.344575819801851146e-01
2.411260326224466723e+02,2.076099843389472177e+00,5.108423571290575671e-01
2.417556077902260938e+02,2.125513894701735573e+00,5.625776417766122917e-01
2.423851829580054869e+02,2.058484962538067453e+00,5.048171293325189879e-01
2.430147581257848515e+02,2.021126857673533284e+00,5.255773916577949345e-01
2.436443332935642445e+02,2.020646175477047723e+00,5.182388585519193125e-01
