# angular_frequency,average_fft_tr(J^2),95CLI
2.442739084613436376e+02,9.404226349961328779e-01,2.091366720703810855e-01
2.449034836291230590e+02,9.690440150154738808e-01,2.116426557433086497e-01
2.455330587969024521e+02,9.606837364956708480e-01,2.143222488390117419e-01
2.461626339646818167e+02,9.519642925830494873e-01,2.109607835656571728e-01
2.467922091324612097e+02,9.229620369437380178e-01,2.065038638396782256e-01
2.474217843002406028e+02,9.322418990245433523e-01,2.046096229590987081e-01
2.480513594680200242e+02,9.238814138431722389e-01,2.007626236720823354e-01
2.486809346357994173e+02,9.385989428993016803e-01,1.972448359997958922e-01
2.493105098035788103e+02,9.134748427470865684e-01,1.947691842064095402e-01
2.499400849713581749e+02,9.232393617226439808e-01,1.955074043071527434e-01
2.505696601391375680e+02,9.175061491954515924e-01,1.951212052728345525e-01
2.511992353069169894e+02,9.273092562998382915e-01,1.962143490325531925e-01
2.518288104746963825e+02,9.460623494998137151e-01,2.017857529086508339e-01
2.524583856424757755e+02,9.238819448753941010e-01,2.034588091467758042e-01
2.530879608102551686e+02,9.089761392068081980e-01,2.013274249799976434e-01
2.537175359780345332e+02,9.151349420590702000e-01,2.002109573091070682e-01
2.543471111458139546e+02,9.479007557507872495e-01,2.047622419305705488e-01
2.549766863135933477e+02,9.462150473495813952e-01,2.035607893316003780e-01
2.556062614813727407e+02,9.393035484338746466e-01,2.002564014249262614e-01
2.562358366491521338e+02,9.203729753029653571e-01,2.028187229220373422e-01
2.568654118169315552e+02,9.450674138174397498e-01,2.036067362649311985e-01
2.574949869847109198e+02,9.646233277358375879e-01,2.061955249290936820e-01
2.581245621524903413e+02,9.398627743230505427e-01,2.103665912089950907e-01
2.587541373202697059e+02,9.452405428672679966e-01,2.138468648874567724e-01
2.593837124880491274e+02,9.323957743412857324e-01,2.145697969690145979e-01
2.600132876558284920e+02,8.967486371355253283e-01,2.177649779133109531e-01
2.606428628236079135e+02,9.221117573163344350e-01,2.147055432122768337e-01
2.612724379913872781e+02,8.873294548845561680e-01,2.119105959150255347e-01
2.619020131591666996e+02,9.099161981812265987e-01,2.122842226611473815e-01
2.625315883269460642e+02,9.191247898350045631e-01,2.047479989333127193e-01
2.631611634947254856e+02,9.133283921677632922e-01,2.043931297609334896e-01
2.637907386625049071e+02,8.850006912613223031e-01,1.995613147870699267e-01
2.644203138302842717e+02,8.604623596143723407e-01,1.970288124652352924e-01
2.650498889980636363e+02,8.535758460967837191e-01,1.934010231360530907e-01
2.656794641658430578e+02,8.657462787190659537e-01,1.954392029847791534e-01
2.663090393336224793e+02,8.297285428859033640e-01,1.915821789583387891e-01
2.669386145014018439e+02,8.503136734946954434e-01,1.874055850975236970e-01
2.675681896691812653e+02,8.125678009801975410e-01,1.837614974493647912e-01
2.681977648369606300e+02,7.979206608270009715e-01,1.778537102613064746e-01
2.688273400047399946e+02,8.088528024728025567e-01,1.760483619591293736e-01
2.694569151725194160e+02,7.875636249542553591e-01,1.681377551708753137e-01
2.700864903402988375e+02,7.851383837004819455e-01,1.633188658220341982e-01
2.707160655080782021e+02,7.808773776467576866e-01,1.639980732576042932e-01
2.713456406758576236e+02,7.865677486638799065e-01,1.665400524523835968e-01
2.719752158436370451e+02,7.730634175049896362e-01,1.659734641586109449e-01
2.726047910114164097e+02,7.808179563468827800e-01,1.660994328990013091e-01
2.732343661791957743e+02,7.956802253769996724e-01,1.670466804371449343e-01
2.738639413469751958e+02,7.797737716162194133e-01,1.662020366037592900e-01
2.744935165147545604e+02,7.515951843345162198e-01,1.586570734173820552e-01
2.751230916825339818e+02,7.441397758758391268e-01,1.507972900660206061e-01
2.757526668503134033e+02,7.578481196326680713e-01,1.537027227155008668e-01
2.763822420180927679e+02,7.325934067521253645e-01,1.468550334952703484e-01
2.770118171858721325e+02,7.045726431300620707e-01,1.421820763752175698e-01
2.776413923536515540e+02,7.398664898298077386e-01,1.414295439242029828e-01
2.782709675214309755e+02,7.287500838761895583e-01,1.412370626336626467e-01
2.789005426892103401e+02,7.420202157415464184e-01,1.411217634736611215e-01
2.795301178569897615e+02,7.207482000820778500e-01,1.436273315116491367e-01
2.801596930247691262e+02,7.389535420900321672e-01,1.438151445754054236e-01
2.807892681925485476e+02,7.245871934718356444e-01,1.428830779384371585e-01
2.814188433603279123e+02,7.275743848360987087e-01,1.411098985071277401e-01
2.820484185281073337e+02,7.176280114868031079e-01,1.337514592807339253e-01
2.826779936958866983e+02,7.086244192360190430e-01,1.334669259070214442e-01
2.833075688636661198e+02,7.086000266126082359e-01,1.356004942581266748e-01
2.839371440314454844e+02,7.002670616847695984e-01,1.309024599283584167e-01
2.845667191992249059e+02,7.155962441207547320e-01,1.315553987066646890e-01
2.851962943670042705e+02,7.280931827576109239e-01,1.359338350731341960e-01
2.858258695347836920e+02,7.393635452401366992e-01,1.307766620256130830e-01
2.864554447025631134e+02,7.131793809836451947e-01,1.299416046269881442e-01
2.870850198703424780e+02,7.227531013627136458e-01,1.345879729293907590e-01
2.877145950381218427e+02,7.252508019333413491e-01,1.321621363049811926e-01
2.883441702059012641e+02,7.310157027346275704e-01,1.289671580467549317e-01
2.889737453736806287e+02,6.942278127027333712e-01,1.271599387667990411e-01
2.896033205414600502e+02,6.858106002641335408e-01,1.252406658652254201e-01
2.902328957092394717e+02,6.972880739612635770e-01,1.265429627731380902e-01
2.908624708770188363e+02,6.955703763263115791e-01,1.285976707881310299e-01
2.914920460447982009e+02,7.067727294758728851e-01,1.304724844528596106e-01
2.921216212125776224e+02,7.239236052221198481e-01,1.336445168760465874e-01
2.927511963803570438e+02,7.201716305211653957e-01,1.321273110318219868e-01
2.933807715481364085e+02,6.896473268314767813e-01,1.272207438518167810e-01
2.940103467159158299e+02,7.035020895009734820e-01,1.288352532102223502e-01
2.946399218836952514e+02,7.188857560462370566e-01,1.312535096480211272e-01
2.952694970514746160e+02,7.197282632736918817e-01,1.275079841351584864e-01
2.958990722192539806e+02,7.106023058358144073e-01,1.237668554532657672e-01
2.965286473870334021e+02,7.006908886810482295e-01,1.257578095341451152e-01
2.971582225548127667e+02,7.090016961363152515e-01,1.246793293153917320e-01
2.977877977225921882e+02,6.932865445167789575e-01,1.168523583442010183e-01
2.984173728903716096e+02,6.794438363181346530e-01,1.157658533248678984e-01
2.990469480581509742e+02,6.745824046388076978e-01,1.153850326879513472e-01
2.996765232259303389e+02,6.707726713032102772e-01,1.128084649814535267e-01
3.003060983937097603e+02,6.815640170041552537e-01,1.086888183370662703e-01
3.009356735614891818e+02,6.687372467267679310e-01,1.084698792622875441e-01
3.015652487292685464e+02,6.655006970423432699e-01,1.094290324070181925e-01
3.021948238970479679e+02,6.566932010543057308e-01,1.076672201766802617e-01
3.028243990648273325e+02,6.631782173776351597e-01,1.072784432395068599e-01
3.034539742326067540e+02,6.496261759132436753e-01,1.096870246247539094e-01
3.040835494003861186e+02,6.542408894053622914e-01,1.111337209506466500e-01
3.047131245681655400e+02,6.664097652303593300e-01,1.145329750615705217e-01
3.053426997359449047e+02,6.444792819850532206e-01,1.077942488614373473e-01
3.059722749037243261e+02,6.663043556662273659e-01,1.110543601696807325e-01
3.066018500715036907e+02,6.530026384199147937e-01,1.132568436045941485e-01
3.072314252392831122e+02,6.466305456821643816e-01,1.100108392820966646e-01
3.078610004070624768e+02,6.303266394724990063e-01,1.078146440648323212e-01
3.084905755748418983e+02,6.459624263986312176e-01,1.125918235703863013e-01
3.091201507426213198e+02,6.374334107754977552e-01,1.128611699913442956e-01
3.097497259104006844e+02,6.398709988287035744e-01,1.116127229560850281e-01
3.103793010781800490e+02,6.564900379104913197e-01,1.129674353452298219e-01
3.110088762459594705e+02,6.506268645253080463e-01,1.134723297178418661e-01
3.116384514137388351e+02,6.445307770259747215e-01,1.103286926458953016e-01
3.122680265815182565e+02,6.275060468208314424e-01,1.088704748704717035e-01
3.128976017492976780e+02,6.379479654623881890e-01,1.092583904058155447e-01
3.135271769170770426e+02,6.555519675599862373e-01,1.096022239622132244e-01
3.141567520848564072e+02,6.274591277044160309e-01,1.057964700438574351e-01
3.147863272526358287e+02,6.099472974561869210e-01,1.007136250890097590e-01
3.154159024204152502e+02,6.294137098684079445e-01,1.060981988696909767e-01
