# time,position_x,position_y
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.499999999999999944e-01,1.403814702977032869e-01,-4.156998512090774589e-02
2.999999999999999889e-01,2.699890275446345522e-01,-9.295129608056640347e-02
4.499999999999999556e-01,3.879915357767739215e-01,-1.538144332721278207e-01
5.999999999999999778e-01,4.936322405691879189e-01,-2.237690819723790470e-01
7.500000000000000000e-01,5.862337038273537360e-01,-3.023666388492251000e-01
8.999999999999999112e-01,6.652020785169052708e-01,-3.891030661621351361e-01
1.050000000000000044e+00,7.300309455028888284e-01,-4.834221370490028868e-01
1.199999999999999956e+00,7.803045586387571397e-01,-5.847189988126336724e-01
1.349999999999999867e+00,8.157005648700084155e-01,-6.923440207891330411e-01
1.500000000000000000e+00,8.359919344672149810e-01,-8.056070469338327822e-01
1.649999999999999911e+00,8.410485459139311892e-01,-9.237817313805132269e-01
1.799999999999999822e+00,8.308379724410456246e-01,-1.046110234914951809e+00
1.949999999999999956e+00,8.054256944015644182e-01,-1.171808080419123543e+00
2.100000000000000089e+00,7.649746792089958669e-01,-1.300069182926835598e+00
2.250000000000000000e+00,7.097443330411402629e-01,-1.430071022410293713e+00
2.399999999999999911e+00,6.400888413176764047e-01,-1.560979912127167690e+00
2.549999999999999822e+00,5.564548968167459808e-01,-1.691956347578646769e+00
2.699999999999999734e+00,4.593788325885793111e-01,-1.822160400154903215e+00
2.850000000000000089e+00,3.494831827993788442e-01,-1.950757088787348881e+00
3.000000000000000000e+00,2.274726965701767134e-01,-2.076921735507792022e+00
3.149999999999999911e+00,9.412980916471395954e-02,-2.199845267561540751e+00
3.299999999999999822e+00,-4.969037060850944876e-02,-2.318739392780929887e+00
3.449999999999999734e+00,-2.030655389114524312e-01,-2.432841654708271850e+00
3.599999999999999645e+00,-3.650121249594836526e-01,-2.541420335283685716e+00
3.750000000000000000e+00,-5.344915871013689035e-01,-2.643779133097523104e+00
3.899999999999999911e+00,-7.104170712215277517e-01,-2.739261631332586600e+00
4.049999999999999822e+00,-8.916604069328687432e-01,-2.827255525006222570e+00
4.200000000000000178e+00,-1.077059287262372544e+00,-2.907196507150829667e+00
4.349999999999999645e+00,-1.265424780758357848e+00,-2.978571932839393366e+00
4.500000000000000000e+00,-1.455548922834609460e+00,-3.040924079168172423e+00
4.649999999999999467e+00,-1.646212472404697369e+00,-3.093853090104511594e+00
4.799999999999999822e+00,-1.836192729572135640e+00,-3.137019539132853474e+00
4.950000000000000178e+00,-2.024271376009614265e+00,-3.170146605344040136e+00
5.099999999999999645e+00,-2.209242288129951159e+00,-3.193021849381062705e+00
5.250000000000000000e+00,-2.389919257774160588e+00,-3.205498572675153479e+00
5.399999999999999467e+00,-2.565143645586768439e+00,-3.207496768071943283e+00
5.549999999999999822e+00,-2.733791774067243718e+00,-3.199003626489472563e+00
5.700000000000000178e+00,-2.894782107505076141e+00,-3.180073604444126012e+00
5.849999999999999645e+00,-3.047082249822095523e+00,-3.150828103453040985e+00
6.000000000000000000e+00,-3.189715499062720117e+00,-3.111454663173404800e+00
