# time,position_x,position_y
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.499999999999999639e-02,-3.466298516696567078e-02,-4.145681127486698300e-03
6.999999999999999278e-02,-6.926778295697269550e-02,-7.426256068559491420e-03
1.049999999999999822e-01,-1.038355767998030421e-01,-9.843735226711133532e-03
1.399999999999999856e-01,-1.383875389895188324e-01,-1.139960118193177746e-02
1.749999999999999889e-01,-1.729448317356906961e-01,-1.209480096790516504e-02
2.099999999999999645e-01,-2.075286211257164060e-01,-1.192976245079530560e-02
2.449999999999999678e-01,-2.421600893071815808e-01,-1.090438487035605419e-02
2.799999999999999711e-01,-2.768604508208333259e-01,-9.018039989364701539e-03
3.149999999999999467e-01,-3.116509596749977851e-01,-6.269572231115043068e-03
3.499999999999999778e-01,-3.465529155396179783e-01,-2.657298720369710709e-03
3.849999999999999534e-01,-3.815876946189715180e-01,1.820993703603951928e-03
4.199999999999999289e-01,-4.167767603318628944e-01,7.168047512063692971e-03
4.549999999999999600e-01,-4.521416720565646363e-01,1.338713655559222761e-02
4.899999999999999356e-01,-4.877040848633403813e-01,2.048207152545161724e-02
5.249999999999999112e-01,-5.234857809148005803e-01,2.845719707111908983e-02
5.599999999999999423e-01,-5.595086762667913494e-01,3.731739821405870294e-02
5.949999999999999734e-01,-5.957948339903779145e-01,4.706810225584402707e-02
6.299999999999998934e-01,-6.323664785524216736e-01,5.771528002317007078e-02
6.649999999999999245e-01,-6.692460099974593124e-01,6.926545412455865913e-02
6.999999999999999556e-01,-7.064560164754394300e-01,8.172569836826013012e-02
7.349999999999998757e-01,-7.440192885609469009e-01,9.510364396782733376e-02
7.699999999999999067e-01,-7.819588336379774685e-01,1.094074859787323162e-01
8.049999999999999378e-01,-8.202978888422172155e-01,1.246459842714346261e-01
8.399999999999998579e-01,-8.590599381310868310e-01,1.408284766055737935e-01
8.749999999999998890e-01,-8.982687236408900544e-01,1.579648764769779334e-01
9.099999999999999201e-01,-9.379482595751694740e-01,1.760656776311652627e-01
9.449999999999999512e-01,-9.781228469620165678e-01,1.951419609431063462e-01
9.799999999999998712e-01,-1.018817088616900124e+00,2.152054016396362512e-01
1.014999999999999902e+00,-1.060055910503364451e+00,2.362682905529007726e-01
1.049999999999999822e+00,-1.101864572087972949e+00,2.583435316361981093e-01
1.084999999999999964e+00,-1.144268682280188854e+00,2.814446517466589470e-01
1.119999999999999885e+00,-1.187294215359065763e+00,3.055858085119160794e-01
1.154999999999999805e+00,-1.230967522603052977e+00,3.307817818939745580e-01
1.189999999999999947e+00,-1.275315353023151799e+00,3.570480024543241648e-01
1.224999999999999867e+00,-1.320364868327030816e+00,3.844005557771617010e-01
1.259999999999999787e+00,-1.366143660078269928e+00,4.128561929960702370e-01
1.294999999999999929e+00,-1.412679768368995337e+00,4.424323449574511513e-01
1.329999999999999849e+00,-1.460001695876913752e+00,4.731471268539534925e-01
1.364999999999999769e+00,-1.508138426154782996e+00,5.050193515249817855e-01
1.399999999999999911e+00,-1.557119442295255674e+00,5.380685405198363247e-01
