# time,position_x,position_y
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,-3.272706875489944656e-02,-3.728563775611767883e-02
1.000000000000000056e-01,-6.576228226229656471e-02,-7.332125690103247218e-02
1.500000000000000222e-01,-9.914134123834048018e-02,-1.081458057510727155e-01
2.000000000000000111e-01,-1.329003301320020036e-01,-1.417969260947145871e-01
2.500000000000000000e-01,-1.670757437072785401e-01,-1.743109940841013894e-01
3.000000000000000444e-01,-2.017045270175541749e-01,-2.057231607224542791e-01
3.500000000000000333e-01,-2.368241202709099325e-01,-2.360673880878486341e-01
4.000000000000000222e-01,-2.724724780622413411e-01,-2.653764694846454386e-01
4.500000000000000111e-01,-3.086881333413268869e-01,-2.936820841858551745e-01
5.000000000000000000e-01,-3.455102472081665876e-01,-3.210148437929656873e-01
5.500000000000000444e-01,-3.829786255156676922e-01,-3.474042949130417002e-01
6.000000000000000888e-01,-4.211337704018059958e-01,-3.728789636100283134e-01
6.500000000000000222e-01,-4.600169291270855831e-01,-3.974663881899619389e-01
7.000000000000000666e-01,-4.996701344377590948e-01,-4.211931483548064792e-01
7.500000000000000000e-01,-5.401362529630499010e-01,-4.440848929687335467e-01
8.000000000000000444e-01,-5.814590294897166167e-01,-4.661663691149801614e-01
8.500000000000000888e-01,-6.236831354491231272e-01,-4.874614472728960868e-01
9.000000000000000222e-01,-6.668542161284136682e-01,-5.079931480657837728e-01
9.500000000000000666e-01,-7.110189441969221313e-01,-5.277836639552089260e-01
1.000000000000000000e+00,-7.562250644736939753e-01,-5.468543880786592704e-01
1.050000000000000044e+00,-8.025214409707508434e-01,-5.652259410827166208e-01
1.100000000000000089e+00,-8.499581137968181821e-01,-5.829181899054756144e-01
1.150000000000000133e+00,-8.985863690721849206e-01,-5.999502574981061542e-01
1.200000000000000178e+00,-9.484587761623998192e-01,-6.163405543427429301e-01
1.250000000000000000e+00,-9.996292502780425027e-01,-6.321067921889208518e-01
1.300000000000000044e+00,-1.052153108289585415e+00,-6.472660149924572837e-01
1.350000000000000089e+00,-1.106087128807734521e+00,-6.618346159338747148e-01
1.400000000000000133e+00,-1.161489616707941375e+00,-6.758283421848043648e-01
1.450000000000000178e+00,-1.218420464556777771e+00,-6.892623171535376958e-01
1.500000000000000000e+00,-1.276941216989422978e+00,-7.021510666016504976e-01
1.550000000000000044e+00,-1.337115136427849960e+00,-7.145085247922359217e-01
1.600000000000000089e+00,-1.399007270317198737e+00,-7.263480499695431636e-01
1.650000000000000133e+00,-1.462684524536217889e+00,-7.376824407035652564e-01
1.700000000000000178e+00,-1.528215739657781347e+00,-7.485239508273647813e-01
1.750000000000000000e+00,-1.595671756091040727e+00,-7.588842999767593245e-01
1.800000000000000044e+00,-1.665125492782205452e+00,-7.687746868799429922e-01
1.850000000000000089e+00,-1.736652033426319353e+00,-7.782058038445187620e-01
1.900000000000000133e+00,-1.810328701979406985e+00,-7.871878466781029315e-01
1.950000000000000178e+00,-1.886235143181618223e+00,-7.957305249540230774e-01
2.000000000000000000e+00,-1.964453411501751567e+00,-8.038430731781072147e-01
