# time,average_velocity_axis_0_t_inf,95CLI,vs,filterlength,surftimeconst
5.652000000000000135e+00,5.528895485696434797e-02,1.255802927309306906e-02,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
5.652000000000000135e+00,6.140832100535485727e-02,1.273598241615101108e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.652000000000000135e+00,7.588070093412729866e-02,1.269064263387535696e-02,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
5.652000000000000135e+00,7.055850519934868392e-02,1.276918620498715927e-02,1.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00
5.652000000000000135e+00,8.160377246508426774e-02,1.275758294657776751e-02,1.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e-01
5.652000000000000135e+00,9.583620751469335008e-02,1.285124483564356254e-02,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01
5.652000000000000135e+00,8.116878462546443795e-02,1.275259076603164031e-02,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e-01
5.652000000000000135e+00,7.736456259952229075e-02,1.316987484719096477e-02,1.000000000000000000e+00,8.000000000000000000e+00,5.000000000000000000e-01
5.652000000000000135e+00,9.719828482139894477e-02,1.264347616754003117e-02,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
5.652000000000000135e+00,9.047428320623507325e-02,1.282541665201186384e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.652000000000000135e+00,8.537829071498473366e-02,1.279511332466718755e-02,1.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00
5.652000000000000135e+00,8.665115276533748301e-02,1.276056624219682606e-02,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
5.652000000000000135e+00,9.561856940850582687e-02,1.300500843693445929e-02,1.000000000000000000e+00,8.000000000000000000e+00,1.500000000000000000e+00
5.652000000000000135e+00,9.177807949792385345e-02,1.296744253619034129e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+00
5.652000000000000135e+00,9.530674705856333195e-02,1.281614519704641145e-02,1.000000000000000000e+00,4.000000000000000000e+00,1.500000000000000000e+00
5.652000000000000135e+00,9.887384599063385460e-02,1.273590318811058247e-02,1.000000000000000000e+00,2.000000000000000000e+00,1.500000000000000000e+00
5.652000000000000135e+00,1.238147216710484139e-01,1.282078192618755184e-02,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
5.652000000000000135e+00,9.887791867266287893e-02,1.269229302702859150e-02,1.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00
5.652000000000000135e+00,1.067529684338093671e-01,1.279892995480002432e-02,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
5.652000000000000135e+00,9.079581511349688050e-02,1.269518514869629952e-02,1.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00
5.652000000000000135e+00,1.103675879217257128e-01,1.297394463934366422e-02,1.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e+00
5.652000000000000135e+00,1.078382327328821499e-01,1.275838954954880769e-02,1.000000000000000000e+00,8.000000000000000000e+00,2.500000000000000000e+00
5.652000000000000135e+00,9.524587772960621535e-02,1.270498471357294282e-02,1.000000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00
5.652000000000000135e+00,1.093962895635670896e-01,1.265848618418878406e-02,1.000000000000000000e+00,4.000000000000000000e+00,2.500000000000000000e+00
5.652000000000000135e+00,8.749340293328136675e-02,1.273484086591885125e-02,1.000000000000000000e+00,8.000000000000000000e+00,3.000000000000000000e+00
5.652000000000000135e+00,1.102236291408876245e-01,1.267009211822842270e-02,1.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00
5.652000000000000135e+00,1.211676240503914426e-01,1.276697136689138902e-02,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
5.652000000000000135e+00,1.279458445814258272e-01,1.269991387927693616e-02,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
5.652000000000000135e+00,1.207783238113306207e-01,1.284265171067559136e-02,1.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00
5.652000000000000135e+00,1.120979631535988369e-01,1.278206460043344699e-02,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00
5.652000000000000135e+00,1.172683260540378358e-01,1.279365926629450270e-02,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00
5.652000000000000135e+00,1.037629871408903837e-01,1.265081171537959723e-02,1.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+00
5.652000000000000135e+00,1.179512444433386403e-01,1.284149618108510263e-02,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
5.652000000000000135e+00,1.150568219594557129e-01,1.298271286685096990e-02,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00
5.652000000000000135e+00,8.330987466756789583e-02,1.279275989083287698e-02,1.000000000000000000e+00,8.000000000000000000e+00,5.000000000000000000e+00
5.652000000000000135e+00,9.346358663311934989e-02,1.289949837856628652e-02,1.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00
5.652000000000000135e+00,1.029001261393229227e-01,1.281680979650029473e-02,1.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00
5.652000000000000135e+00,1.119725669650261934e-01,1.293673343002710481e-02,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
5.652000000000000135e+00,9.602634070869547900e-02,1.281311194536743740e-02,1.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00
5.652000000000000135e+00,1.115826389666406820e-01,1.268283936961494933e-02,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00
