# vs,filterlength,max_surftimeconst,max_average_velocity_axis
1.000000000000000000e+00,4.000000000000000000e+00,3.061224489795918213e+00,1.107762327299860877e-01
1.000000000000000000e+00,1.000000000000000000e+00,3.918367346938775420e+00,1.195087472615120189e-01
1.000000000000000000e+00,2.000000000000000000e+00,4.285714285714285587e+00,1.168772641704281523e-01
1.000000000000000000e+00,8.000000000000000000e+00,2.693877551020408045e+00,9.720308979237521352e-02
