# time,average_velocity_axis_0_t_inf,95CLI,vs,filterlength,surftimeconst
9.996000000000000441e+00,8.536713191135829604e-01,4.641072856625965033e-03,4.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,8.509639734800169553e-01,4.773547729491678382e-03,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,8.469239610883415592e-01,4.722882208457071344e-03,4.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,8.472990178493271518e-01,4.737939259802308178e-03,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,1.062291613813494129e+00,4.077085406536899020e-03,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,9.960928491513791894e-01,4.232486382487580384e-03,4.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,8.320899391006402190e-01,4.704123441642279330e-03,4.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,1.040225351859493497e+00,3.729452506285148208e-03,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,7.994352290720976306e-01,4.808096258323972874e-03,4.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00
9.996000000000000441e+00,1.059962620204331740e+00,3.133316636820923824e-03,4.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
9.996000000000000441e+00,9.798398806788339854e-01,4.037010609997236481e-03,4.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00
9.996000000000000441e+00,1.029269999112926381e+00,3.156677991411323790e-03,4.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
9.996000000000000441e+00,1.007064461819884071e+00,3.508289856365992814e-03,4.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
9.996000000000000441e+00,8.856797068436749187e-01,5.538596138597573319e-03,4.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00
9.996000000000000441e+00,7.579452125576793264e-01,4.691679449044939935e-03,4.000000000000000000e+00,8.000000000000000000e+00,3.000000000000000000e+00
9.996000000000000441e+00,9.962172253667090915e-01,3.626561105115451867e-03,4.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
9.996000000000000441e+00,9.232972123419680432e-01,3.902707581703251157e-03,4.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00
9.996000000000000441e+00,8.642374538682660035e-01,3.270694456547281956e-03,4.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00
9.996000000000000441e+00,6.963940533244548092e-01,5.429600995456390633e-03,4.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+00
9.996000000000000441e+00,8.047960992013992731e-01,7.524993760397173832e-03,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00
9.996000000000000441e+00,6.619751812834508975e-01,4.534100082646024682e-03,4.000000000000000000e+00,8.000000000000000000e+00,5.000000000000000000e+00
9.996000000000000441e+00,8.036734916622898517e-01,4.041370466358495950e-03,4.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00
9.996000000000000441e+00,6.092235917804622591e-01,4.025699589681380752e-03,4.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00
9.996000000000000441e+00,7.852539955435298147e-01,4.091910335261998537e-03,4.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
9.996000000000000441e+00,5.460580499778036057e-01,3.707500175126190751e-03,4.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00
9.996000000000000441e+00,6.205890290686586486e-01,4.992936977668841619e-03,4.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00
9.996000000000000441e+00,6.677629178624574502e-01,4.488451999375946654e-03,4.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00
9.996000000000000441e+00,6.303907865880726824e-01,3.906926193491239326e-03,4.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
9.996000000000000441e+00,5.833068858402735701e-01,4.375055663085671530e-03,4.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00
9.996000000000000441e+00,5.508604333334896630e-01,5.428811658126906671e-03,4.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
9.996000000000000441e+00,5.045831894281149754e-01,5.204408326149149132e-03,4.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00
9.996000000000000441e+00,5.739657188070541594e-01,5.095400300891846090e-03,4.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00
9.996000000000000441e+00,4.387093582550207760e-01,5.198930019612140081e-03,4.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00
9.996000000000000441e+00,5.301040052739844910e-01,5.426446861635677438e-03,4.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00
9.996000000000000441e+00,5.207603450559912250e-01,5.273251660405871115e-03,4.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00
9.996000000000000441e+00,4.789723121670542705e-01,4.357063511508294483e-03,4.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
