# vs,filterlength,max_surftimeconst,max_average_velocity_axis
4.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,8.560053623916745735e-01
4.000000000000000000e+00,4.000000000000000000e+00,1.469387755102040671e+00,9.837402973236071269e-01
4.000000000000000000e+00,1.000000000000000000e+00,1.959183673469387710e+00,1.068268420643896821e+00
4.000000000000000000e+00,2.000000000000000000e+00,1.795918367346938549e+00,1.041189240992796083e+00
