# time,average_velocity_axis_0_t_inf,95CLI,vs,surftimeconst,omegamax
9.833999999999999631e+00,5.189338239383135820e-02,6.257289740481105332e-03,1.000000000000000000e+00,4.000000000000000000e+00,1.250000000000000000e-01
