# time,average_velocity_axis_0_t_inf,95CLI,vs,filterlength,surftimeconst
9.996000000000000441e+00,2.556836691819584839e+00,5.863503909841643463e-02,1.200000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,3.474512054821928597e+00,2.737123810536348095e-02,1.600000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,9.380372899159663547e-01,1.650796630223502065e-02,4.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,9.172369119522808534e-01,2.060882172477837213e-02,4.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,2.569089264277139240e+00,3.013591070323495477e-02,1.200000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,3.413579231692676963e+00,6.154432839388101345e-02,1.600000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,1.855904749399760023e+00,2.601430379709499321e-02,8.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,1.730212928921568416e+00,3.018487142512187721e-02,8.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,1.753290203581432394e+00,2.228542401832533590e-02,8.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,2.595230792316926660e+00,3.228580461513635980e-02,1.200000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,2.814373976152961254e-01,5.600275144920273743e-03,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00
9.996000000000000441e+00,1.015836925395158019e+00,1.763851560964872778e-02,4.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,5.067754308754751635e-01,1.024580541570552922e-02,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,2.570635511347396651e+00,4.120824761632110866e-02,1.200000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,4.276312927514755446e-01,1.222601846649823756e-02,2.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,8.730519192051819921e-01,1.771527602401576015e-02,4.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,2.137812363226540557e-01,6.068225764836592505e-03,1.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,2.697937789401474884e+00,2.922410586104212324e-02,1.200000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,3.372698979591836732e+00,8.289662677095416266e-02,1.600000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,3.383130802320928332e+00,3.943860118805214698e-02,1.600000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,3.248245302027060744e-01,5.291555536889714847e-03,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00
9.996000000000000441e+00,3.463851665666266122e+00,6.413739310149379168e-03,1.600000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,3.553458883553421543e+00,3.528260281572644791e-02,1.600000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,2.684949865660549939e+00,2.223771465107467551e-02,1.200000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,4.842084704975740395e-01,8.762221351493336766e-03,2.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,2.745943034356599810e+00,4.989159687889347522e-02,1.200000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,2.644583747784828187e+00,2.944958925671982419e-02,1.200000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,5.723000520520709067e-01,9.346519898979454427e-03,2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00
9.996000000000000441e+00,2.659936604524621995e-01,5.430380506766530058e-03,1.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00
9.996000000000000441e+00,1.717772952931172492e+00,3.691461655346677667e-02,8.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,3.424361994797918918e+00,5.141373061034845704e-02,1.600000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+00
9.996000000000000441e+00,3.454505477190876306e+00,3.918317262746653928e-02,1.600000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00
