# time,average_velocity_axis_0_t_inf,95CLI,vs,filterlength,surftimeconst
9.996000000000000441e+00,2.556836691819584839e+00,5.863503909841643463e-02,1.200000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,3.406727065826330669e+00,9.522509852889439810e-03,1.600000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,8.510956460709282467e-01,1.790658702762908464e-02,4.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,8.461807769982992999e-01,1.972913671368627109e-02,4.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,2.503753387069113323e+00,3.988427929822287860e-02,1.200000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,3.385274884953981545e+00,3.440363787802798445e-02,1.600000000000000000e+01,7.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,1.710490396158463433e+00,3.315453925163418247e-02,8.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,1.693457151610644251e+00,2.488367508153008570e-02,8.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,1.708692401960784313e+00,4.349130069142474048e-02,8.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,2.530235051163322701e+00,3.083846451503504532e-02,1.200000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,2.114237689216311444e-01,6.385788640669974418e-03,1.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,8.538166657287915573e-01,1.979173063539752322e-02,4.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,4.115594565951380401e-01,1.135932514197161673e-02,2.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,2.555195220945520873e+00,5.834039875001455905e-02,1.200000000000000000e+01,7.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,4.223489161289515348e-01,1.100812094445047414e-02,2.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,8.730519192051819921e-01,1.771527602401576015e-02,4.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,2.095933581440388438e-01,6.271657792356825911e-03,1.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,2.538489924541244669e+00,4.702063932801992668e-02,1.200000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,3.372698979591836732e+00,8.289662677095416266e-02,1.600000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,3.373170543217286710e+00,5.095877632533012125e-02,1.600000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,2.075877844301783071e-01,6.114724839595694385e-03,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,3.398174819927970880e+00,3.586453442034761435e-02,1.600000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,3.380154911964785569e+00,2.902864432822366975e-02,1.600000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,2.544043503115531735e+00,3.494853514886361173e-02,1.200000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,4.263000266512855241e-01,1.076203291788143356e-02,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,2.551653747213170842e+00,5.621264759321751431e-02,1.200000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,2.526586434573829365e+00,5.242376695631928429e-02,1.200000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,4.300633057910663859e-01,1.128299121787664644e-02,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,2.110178327190250780e-01,6.127198723972156896e-03,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,1.717772952931172492e+00,3.691461655346677667e-02,8.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,3.354086434573829489e+00,5.291468403909169171e-02,1.600000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,3.454505477190876306e+00,3.918317262746653928e-02,1.600000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00
9.996000000000000441e+00,5.490143049407262277e-01,9.878444573640178875e-03,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
