# pos_1,average_velocity_axis
1.389139705019461386e-03,4.708435531781157701e-02
2.470278535103650856e-03,5.035566495950322130e-02
4.392845456035934966e-03,5.715630350119792896e-02
7.811706625951745156e-03,6.396524417574502019e-02
1.389139705019461560e-02,7.506312073079945968e-02
2.470278535103651030e-02,7.941421158533347457e-02
4.392845456035934792e-02,7.679633576148015006e-02
7.811706625951746197e-02,7.395069320967585791e-02
1.389139705019461490e-01,7.122762056721743118e-02
2.470278535103651030e-01,6.847892283230012922e-02
4.392845456035935348e-01,6.458075767104151654e-02
7.811706625951745364e-01,5.829967589587564669e-02
