# pos_1,average_velocity_axis
1.389139705019461386e-03,8.006005482986632282e-01
2.470278535103650856e-03,7.776048759983171799e-01
4.392845456035934966e-03,8.293684210526358624e-01
7.811706625951745156e-03,8.025009667173029770e-01
1.389139705019461560e-02,7.956427818756600656e-01
2.470278535103651030e-02,nan
4.392845456035934792e-02,8.028759635047981735e-01
7.811706625951746197e-02,8.004977095937754195e-01
1.389139705019461490e-01,7.979986260935566511e-01
2.470278535103651030e-01,8.007894991282685782e-01
4.392845456035935348e-01,8.014345184721639592e-01
7.811706625951745364e-01,7.994204834919089731e-01
