# pos_1,concentration
1.389139705019461386e-03,1.608117135601556891e+00
2.470278535103650856e-03,9.043107210954874908e-01
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,1.715808954702610967e+00
1.389139705019461560e-02,6.432468542406225565e-01
2.470278535103651030e-02,1.085172865314585344e+00
4.392845456035934792e-02,1.322181352140159083e+00
7.811706625951746197e-02,1.058082188733276752e+00
1.389139705019461490e-01,1.254331365769214113e+00
2.470278535103651030e-01,1.157517723002224219e+00
4.392845456035935348e-01,9.814653883194259798e-01
7.811706625951745364e-01,8.950803380365287554e-01
