# pos_1,concentration
1.389139705019461386e-03,8.043102293243467038e-01
2.470278535103650856e-03,9.045937604448132108e-01
4.392845456035934966e-03,5.086904540074573822e-01
7.811706625951745156e-03,4.290864960273509388e-01
1.389139705019461560e-02,9.249567637229983985e-01
2.470278535103651030e-02,1.085512512533776119e+00
4.392845456035934792e-02,9.919463853145417120e-01
7.811706625951746197e-02,1.129927772872024061e+00
1.389139705019461490e-01,1.113969667614219894e+00
2.470278535103651030e-01,1.099081418940448085e+00
4.392845456035935348e-01,1.037728526175213162e+00
7.811706625951745364e-01,9.246813989389413013e-01
