# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,4.520139294058770907e-01
4.392845456035934966e-03,1.398023616366288246e+00
7.811706625951745156e-03,8.576361306270793294e-01
1.389139705019461560e-02,8.038070637132582741e-01
2.470278535103651030e-02,7.232222870494035005e-01
4.392845456035934792e-02,1.181965421109679726e+00
7.811706625951746197e-02,1.100633034304751678e+00
1.389139705019461490e-01,1.101215677287163963e+00
2.470278535103651030e-01,1.118734475279545837e+00
4.392845456035935348e-01,1.109522379170699624e+00
7.811706625951745364e-01,8.797917306682787597e-01
