# pos_1,average_velocity_axis
1.389139705019461386e-03,6.663291727140776555e-01
2.470278535103650856e-03,6.924926184926147865e-01
4.392845456035934966e-03,7.633189938024076415e-01
7.811706625951745156e-03,7.280386986626213863e-01
1.389139705019461560e-02,6.344111927398449202e-01
2.470278535103651030e-02,4.561472073027365570e-01
4.392845456035934792e-02,4.028479510621446602e-01
7.811706625951746197e-02,3.931655342042595369e-01
1.389139705019461490e-01,3.968692227219488555e-01
2.470278535103651030e-01,4.050996306727899787e-01
4.392845456035935348e-01,4.217444037894259590e-01
7.811706625951745364e-01,4.110616549902824102e-01
