# pos_1,average_velocity_axis
1.389139705019461386e-03,1.993605047836460031e-01
2.470278535103650856e-03,2.092334682860990114e-01
4.392845456035934966e-03,1.980731907701698269e-01
7.811706625951745156e-03,2.032969199346964517e-01
1.389139705019461560e-02,2.013375521101023746e-01
2.470278535103651030e-02,2.036241926773944833e-01
4.392845456035934792e-02,2.027074707204817028e-01
7.811706625951746197e-02,1.996856441487870060e-01
1.389139705019461490e-01,1.984715686170079041e-01
2.470278535103651030e-01,2.002231014028167388e-01
4.392845456035935348e-01,2.000045560489749352e-01
7.811706625951745364e-01,2.002402326797335930e-01
