# pos_1,average_velocity_axis
1.389139705019461386e-03,7.369905660377431555e-01
2.470278535103650856e-03,7.515196458217977549e-01
4.392845456035934966e-03,7.843080599209600878e-01
7.811706625951745156e-03,7.939137738557233703e-01
1.389139705019461560e-02,7.636774610957856035e-01
2.470278535103651030e-02,7.094660585359882088e-01
4.392845456035934792e-02,6.696250843454806256e-01
7.811706625951746197e-02,6.419346231598582753e-01
1.389139705019461490e-01,6.450249231378042403e-01
2.470278535103651030e-01,6.402021249999994001e-01
4.392845456035935348e-01,6.308440999736325550e-01
7.811706625951745364e-01,6.280941721360007168e-01
