# pos_1,average_velocity_axis
1.389139705019461386e-03,3.800988363306639917e-01
2.470278535103650856e-03,3.925839204709970498e-01
4.392845456035934966e-03,4.028303462095065290e-01
7.811706625951745156e-03,4.097192747755680209e-01
1.389139705019461560e-02,4.118505996399983715e-01
2.470278535103651030e-02,3.913257988165689816e-01
4.392845456035934792e-02,3.712866663307204385e-01
7.811706625951746197e-02,3.658224120625770959e-01
1.389139705019461490e-01,3.576808854701361007e-01
2.470278535103651030e-01,3.525424781519644890e-01
4.392845456035935348e-01,3.459840489927856200e-01
7.811706625951745364e-01,3.315047546751581087e-01
