# pos_1,concentration
1.389139705019461386e-03,4.025330799955024741e-01
2.470278535103650856e-03,6.790829569128707943e-01
4.392845456035934966e-03,8.910449564439838488e-01
7.811706625951745156e-03,7.158162880155525265e-01
1.389139705019461560e-02,5.232930039941530165e-01
2.470278535103651030e-02,7.696273511679204704e-01
4.392845456035934792e-02,9.801494520883820005e-01
7.811706625951746197e-02,1.023617291862240153e+00
1.389139705019461490e-01,1.034510015588441023e+00
2.470278535103651030e-01,1.152177416895504347e+00
4.392845456035935348e-01,9.266867547017432205e-01
7.811706625951745364e-01,1.009300966101928987e+00
