# pos_1,average_velocity_axis
1.389139705019461386e-03,3.967778538187801129e-01
2.470278535103650856e-03,4.010598901098894609e-01
4.392845456035934966e-03,4.051033249405836534e-01
7.811706625951745156e-03,4.086936530240063425e-01
1.389139705019461560e-02,4.177666739718020605e-01
2.470278535103651030e-02,4.257812675008242898e-01
4.392845456035934792e-02,4.144501473749539477e-01
7.811706625951746197e-02,4.107971848008410420e-01
1.389139705019461490e-01,4.049803332553543189e-01
2.470278535103651030e-01,4.022536539819421275e-01
4.392845456035935348e-01,3.940915707188206163e-01
7.811706625951745364e-01,3.860518838898185368e-01
