# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,9.077189273307719741e-01
4.392845456035934966e-03,1.020895728991096929e+00
7.811706625951745156e-03,2.870459285610105216e-01
1.389139705019461560e-02,8.070889392874645019e-01
2.470278535103651030e-02,9.077189273307723072e-01
4.392845456035934792e-02,1.020895728991096929e+00
7.811706625951746197e-02,1.263002085668446295e+00
1.389139705019461490e-01,1.097640957430951802e+00
2.470278535103651030e-01,1.080185523523618851e+00
4.392845456035935348e-01,1.036209164925963711e+00
7.811706625951745364e-01,9.271583492520639735e-01
