# pos_1,average_velocity_axis
1.389139705019461386e-03,9.534680446074332572e-02
2.470278535103650856e-03,9.871243669789477038e-02
4.392845456035934966e-03,1.059890819691172714e-01
7.811706625951745156e-03,1.145274032295194450e-01
1.389139705019461560e-02,1.167861572361229838e-01
2.470278535103651030e-02,1.133600207298954277e-01
4.392845456035934792e-02,1.069092619008484846e-01
7.811706625951746197e-02,1.060570188809560055e-01
1.389139705019461490e-01,1.051746616841971460e-01
2.470278535103651030e-01,1.031665015321838463e-01
4.392845456035935348e-01,9.618490286937787792e-02
7.811706625951745364e-01,8.726072308057383764e-02
