# pos_1,concentration
1.389139705019461386e-03,4.021236495878707240e-01
2.470278535103650856e-03,1.017588356998302190e+00
4.392845456035934966e-03,6.040226510156229134e-01
7.811706625951745156e-03,7.150882063518171350e-01
1.389139705019461560e-02,6.836102042993800199e-01
2.470278535103651030e-02,7.801510736986986272e-01
4.392845456035934792e-02,1.074524505490950022e+00
7.811706625951746197e-02,9.814585632178690622e-01
1.389139705019461490e-01,9.922401053580707231e-01
2.470278535103651030e-01,1.043593392788259022e+00
4.392845456035935348e-01,1.004585040636509774e+00
7.811706625951745364e-01,1.003626297614775398e+00
