# pos_1,average_velocity_axis
1.389139705019461386e-03,4.975416929411887595e-02
2.470278535103650856e-03,5.118792946925865284e-02
4.392845456035934966e-03,5.541800100687991476e-02
7.811706625951745156e-03,6.224762710228008006e-02
1.389139705019461560e-02,7.090491441465188172e-02
2.470278535103651030e-02,7.783354698762950941e-02
4.392845456035934792e-02,7.751433164834868605e-02
7.811706625951746197e-02,7.704181313471600290e-02
1.389139705019461490e-01,7.430719769806665154e-02
2.470278535103651030e-01,7.168236404419510432e-02
4.392845456035935348e-01,6.877795488834145821e-02
7.811706625951745364e-01,6.437150468058258634e-02
