# pos_1,concentration
1.389139705019461386e-03,6.456711514299717791e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,1.291342302859943336e+00
2.470278535103651030e-02,2.541612996526162238e+00
4.392845456035934792e-02,1.020895728991096929e+00
7.811706625951746197e-02,1.263002085668446295e+00
1.389139705019461490e-01,1.743312108860923360e+00
2.470278535103651030e-01,9.803364415172338697e-01
4.392845456035935348e-01,1.061731558150741161e+00
7.811706625951745364e-01,7.692830885435081312e-01
