# pos_1,concentration
1.389139705019461386e-03,8.055709036649805199e-01
2.470278535103650856e-03,1.132514523754380109e+00
4.392845456035934966e-03,1.273719436170710484e+00
7.811706625951745156e-03,6.446385680912475324e-01
1.389139705019461560e-02,5.638996325654861419e-01
2.470278535103651030e-02,8.607110380533291583e-01
4.392845456035934792e-02,1.082661520745103800e+00
7.811706625951746197e-02,1.095885565755120528e+00
1.389139705019461490e-01,1.139882828685947036e+00
2.470278535103651030e-01,1.032853245663994723e+00
4.392845456035935348e-01,1.040628779351470579e+00
7.811706625951745364e-01,9.440373697158490618e-01
