# pos_1,concentration
1.389139705019461386e-03,8.038070637132586072e-01
2.470278535103650856e-03,2.260069647029385453e-01
4.392845456035934966e-03,3.812791680998967037e-01
7.811706625951745156e-03,4.288180653135396647e-01
1.389139705019461560e-02,6.028552977849437333e-01
2.470278535103651030e-02,6.328195011682280491e-01
4.392845456035934792e-02,1.067581670679710770e+00
7.811706625951746197e-02,1.043457292262946368e+00
1.389139705019461490e-01,1.048968218145802211e+00
2.470278535103651030e-01,1.069012943044899355e+00
4.392845456035935348e-01,1.057414226197047169e+00
7.811706625951745364e-01,9.619818598533739218e-01
