# pos_1,average_velocity_axis
1.389139705019461386e-03,3.453848183478767653e-01
2.470278535103650856e-03,3.800691971783721756e-01
4.392845456035934966e-03,3.899557284820417968e-01
7.811706625951745156e-03,3.960672542140845076e-01
1.389139705019461560e-02,3.481014356717496150e-01
2.470278535103651030e-02,2.683846687200823755e-01
4.392845456035934792e-02,2.531436639370127084e-01
7.811706625951746197e-02,2.617274792178908016e-01
1.389139705019461490e-01,2.659541530357090178e-01
2.470278535103651030e-01,2.630298416258280980e-01
4.392845456035935348e-01,2.606660044692860612e-01
7.811706625951745364e-01,2.495761702335724530e-01
