# pos_1,average_velocity_axis
1.389139705019461386e-03,7.179449602122013330e-01
2.470278535103650856e-03,7.461556941556928280e-01
4.392845456035934966e-03,7.830484543493906324e-01
7.811706625951745156e-03,7.806086506086516996e-01
1.389139705019461560e-02,7.442881818588603648e-01
2.470278535103651030e-02,6.685928233777375107e-01
4.392845456035934792e-02,6.031087411248272634e-01
7.811706625951746197e-02,5.993226231719659403e-01
1.389139705019461490e-01,6.045010877210984512e-01
2.470278535103651030e-01,6.084863118684480376e-01
4.392845456035935348e-01,6.017968844197998379e-01
7.811706625951745364e-01,5.989575648187944745e-01
