# pos_1,average_velocity_axis
1.389139705019461386e-03,7.678755603370996941e-01
2.470278535103650856e-03,7.753840688618569565e-01
4.392845456035934966e-03,7.976926102412826847e-01
7.811706625951745156e-03,8.060592102508279400e-01
1.389139705019461560e-02,7.977558638083241949e-01
2.470278535103651030e-02,7.762878068739773596e-01
4.392845456035934792e-02,7.370188319037811464e-01
7.811706625951746197e-02,7.185958965360143003e-01
1.389139705019461490e-01,7.138633462303524135e-01
2.470278535103651030e-01,7.066573413786801927e-01
4.392845456035935348e-01,6.971466715603068520e-01
7.811706625951745364e-01,6.900254121710556188e-01
