# time,average_velocity_axis_2_t_inf,95CLI,us,surftimeprefactor
2.598699999999999832e+01,9.991355816894187392e-02,5.665385455689966659e-04,1.000000000000000056e-01,0.000000000000000000e+00
2.598699999999999832e+01,2.001839354258818093e-01,7.454770559579112967e-04,2.000000000000000111e-01,0.000000000000000000e+00
2.598699999999999832e+01,8.001430110659726314e-01,1.679537874798752144e-03,8.000000000000000444e-01,0.000000000000000000e+00
2.598699999999999832e+01,5.023679665444098080e-02,3.395996877716965273e-04,5.000000000000000278e-02,0.000000000000000000e+00
2.598699999999999832e+01,3.996946401302700069e-01,1.095371729138540492e-03,4.000000000000000222e-01,0.000000000000000000e+00
2.598699999999999832e+01,1.120126821291714536e-01,5.346868547281761856e-04,1.000000000000000056e-01,2.500000000000000000e-01
2.598699999999999832e+01,2.113167233467509176e-01,7.640768561853732849e-04,2.000000000000000111e-01,2.500000000000000000e-01
2.598699999999999832e+01,5.886146221193079564e-02,3.234776880509896303e-04,5.000000000000000278e-02,2.500000000000000000e-01
2.598699999999999832e+01,4.099697922018605278e-01,1.193405971099474952e-03,4.000000000000000222e-01,2.500000000000000000e-01
2.598699999999999832e+01,8.025664354940421630e-01,1.951680804435765955e-03,8.000000000000000444e-01,2.500000000000000000e-01
2.598699999999999832e+01,6.415629871346331670e-02,3.165865671030013801e-04,5.000000000000000278e-02,5.000000000000000000e-01
2.598699999999999832e+01,4.057648219161764658e-01,1.331362562524021067e-03,4.000000000000000222e-01,5.000000000000000000e-01
2.598699999999999832e+01,2.144301695952433584e-01,7.979631833210971839e-04,2.000000000000000111e-01,5.000000000000000000e-01
2.598699999999999832e+01,7.835993059324011245e-01,2.567688079827623072e-03,8.000000000000000444e-01,5.000000000000000000e-01
2.598699999999999832e+01,1.172347759230806807e-01,5.271775207319376972e-04,1.000000000000000056e-01,5.000000000000000000e-01
2.598699999999999832e+01,3.946441106134823129e-01,1.671694482342004056e-03,4.000000000000000222e-01,7.500000000000000000e-01
2.598699999999999832e+01,7.551782618153661808e-01,3.455727845787070606e-03,8.000000000000000444e-01,7.500000000000000000e-01
2.598699999999999832e+01,6.727221266880623052e-02,3.111005864106040214e-04,5.000000000000000278e-02,7.500000000000000000e-01
2.598699999999999832e+01,2.139771227676031395e-01,8.476066442524093306e-04,2.000000000000000111e-01,7.500000000000000000e-01
2.598699999999999832e+01,1.194070419560659402e-01,5.359399425344084106e-04,1.000000000000000056e-01,7.500000000000000000e-01
2.598699999999999832e+01,2.099529287605196581e-01,9.288320242308955969e-04,2.000000000000000111e-01,1.000000000000000000e+00
2.598699999999999832e+01,3.841620089132312676e-01,1.794614231613659823e-03,4.000000000000000222e-01,1.000000000000000000e+00
2.598699999999999832e+01,1.196170366785816730e-01,5.413251303545439435e-04,1.000000000000000056e-01,1.000000000000000000e+00
2.598699999999999832e+01,6.839439593344485979e-02,3.109181082167141613e-04,5.000000000000000278e-02,1.000000000000000000e+00
2.598699999999999832e+01,7.305104451754919070e-01,4.371399721522277459e-03,8.000000000000000444e-01,1.000000000000000000e+00
2.598699999999999832e+01,1.183491921977532640e-01,5.480195450146069713e-04,1.000000000000000056e-01,1.250000000000000000e+00
2.598699999999999832e+01,2.055562819919635742e-01,1.032434805512885386e-03,2.000000000000000111e-01,1.250000000000000000e+00
2.598699999999999832e+01,7.034101571979083367e-01,4.883422320043449318e-03,8.000000000000000444e-01,1.250000000000000000e+00
2.598699999999999832e+01,3.715481250482218778e-01,1.934715405444371265e-03,4.000000000000000222e-01,1.250000000000000000e+00
2.598699999999999832e+01,6.844038745739713936e-02,3.157757831929105001e-04,5.000000000000000278e-02,1.250000000000000000e+00
2.598699999999999832e+01,6.731648807135122148e-01,4.393795258350082465e-03,8.000000000000000444e-01,1.500000000000000000e+00
2.598699999999999832e+01,6.800732752921083424e-02,3.142903866650438431e-04,5.000000000000000278e-02,1.500000000000000000e+00
2.598699999999999832e+01,1.997022682420444006e-01,1.051151988433603581e-03,2.000000000000000111e-01,1.500000000000000000e+00
2.598699999999999832e+01,3.621199981513756327e-01,2.036058860548946650e-03,4.000000000000000222e-01,1.500000000000000000e+00
2.598699999999999832e+01,1.162556199950553482e-01,5.551973597313741415e-04,1.000000000000000056e-01,1.500000000000000000e+00
2.598699999999999832e+01,1.939663230093914836e-01,1.076193987275170499e-03,2.000000000000000111e-01,1.750000000000000000e+00
2.598699999999999832e+01,3.467317414022048072e-01,2.092603848346244987e-03,4.000000000000000222e-01,1.750000000000000000e+00
2.598699999999999832e+01,6.726725391279603228e-02,3.144595815311896367e-04,5.000000000000000278e-02,1.750000000000000000e+00
2.598699999999999832e+01,1.138862019559085947e-01,5.897193862391072626e-04,1.000000000000000056e-01,1.750000000000000000e+00
2.598699999999999832e+01,6.409852579350900914e-01,5.198408650563222065e-03,8.000000000000000444e-01,1.750000000000000000e+00
2.598699999999999832e+01,1.862238555014486263e-01,1.087711941721189847e-03,2.000000000000000111e-01,2.000000000000000000e+00
