# pos_1,average_velocity_axis
1.389139705019461386e-03,1.004765551015988495e-01
2.470278535103650856e-03,1.022074829171604193e-01
4.392845456035934966e-03,1.031018944008661453e-01
7.811706625951745156e-03,1.114349573937003096e-01
1.389139705019461560e-02,1.180300333868808393e-01
2.470278535103651030e-02,1.278806640094621583e-01
4.392845456035934792e-02,1.278529365633670756e-01
7.811706625951746197e-02,1.261416887685457566e-01
1.389139705019461490e-01,1.252978549650157203e-01
2.470278535103651030e-01,1.215856132340596557e-01
4.392845456035935348e-01,1.176339466553849439e-01
7.811706625951745364e-01,1.120263387992893600e-01
