# pos_1,concentration
1.389139705019461386e-03,8.038070637132586072e-01
2.470278535103650856e-03,2.260069647029385453e-01
4.392845456035934966e-03,6.354652801664946171e-01
7.811706625951745156e-03,8.576361306270793294e-01
1.389139705019461560e-02,1.245900948755550353e+00
2.470278535103651030e-02,1.107434127044399252e+00
4.392845456035934792e-02,9.786165314564014839e-01
7.811706625951746197e-02,9.219588404241101376e-01
1.389139705019461490e-01,1.040930147508669634e+00
2.470278535103651030e-01,1.057712594809752549e+00
4.392845456035935348e-01,1.065039809559044981e+00
7.811706625951745364e-01,9.476879243429225941e-01
