# pos_1,average_velocity_axis
1.389139705019461386e-03,4.937270146012340960e-02
2.470278535103650856e-03,5.103327471903363471e-02
4.392845456035934966e-03,4.831323689182181330e-02
7.811706625951745156e-03,4.891421483864635128e-02
1.389139705019461560e-02,4.927064244751616640e-02
2.470278535103651030e-02,5.104847505208466585e-02
4.392845456035934792e-02,5.013050857090473739e-02
7.811706625951746197e-02,5.036400038261210771e-02
1.389139705019461490e-01,4.882907930458359885e-02
2.470278535103651030e-01,4.911675715536278214e-02
4.392845456035935348e-01,4.948946116989527688e-02
7.811706625951745364e-01,5.120010204960158406e-02
