# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,1.531343593486645505e+00
7.811706625951745156e-03,5.740918571220210431e-01
1.389139705019461560e-02,6.456711514299716681e-01
2.470278535103651030e-02,7.261751418646177347e-01
4.392845456035934792e-02,1.122985301890206511e+00
7.811706625951746197e-02,1.492638828517254712e+00
1.389139705019461490e-01,1.372051196788689698e+00
2.470278535103651030e-01,1.307115255356311900e+00
4.392845456035935348e-01,8.575524123525216647e-01
7.811706625951745364e-01,8.841014599679123398e-01
