# pos_1,average_velocity_axis
1.389139705019461386e-03,4.892347726622815751e-02
2.470278535103650856e-03,5.112620678916215966e-02
4.392845456035934966e-03,5.530637554515326071e-02
7.811706625951745156e-03,6.197957227639307870e-02
1.389139705019461560e-02,7.203129045403301733e-02
2.470278535103651030e-02,7.867810282376508368e-02
4.392845456035934792e-02,7.901376530442617840e-02
7.811706625951746197e-02,7.849234295265575256e-02
1.389139705019461490e-01,7.522263968973197379e-02
2.470278535103651030e-01,7.211440706544963719e-02
4.392845456035935348e-01,6.888828128980734045e-02
7.811706625951745364e-01,6.391370460154911781e-02
