# pos_1,concentration
1.389139705019461386e-03,4.018406853309284821e-01
2.470278535103650856e-03,6.779148705131771147e-01
4.392845456035934966e-03,9.212805710723410701e-01
7.811706625951745156e-03,6.609911405769257620e-01
1.389139705019461560e-02,7.735433192620371212e-01
2.470278535103651030e-02,1.022521596357375717e+00
4.392845456035934792e-02,1.070591560177168722e+00
7.811706625951746197e-02,1.152268339654370699e+00
1.389139705019461490e-01,1.124149317213272159e+00
2.470278535103651030e-01,1.075624927880907578e+00
4.392845456035935348e-01,9.095263017172802167e-01
7.811706625951745364e-01,9.972033910001081303e-01
