# pos_1,concentration
1.389139705019461386e-03,6.489321168412343077e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,2.307965243783478115e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,3.649213465430781178e-01
4.392845456035934792e-02,1.846893182447529647e+00
7.811706625951746197e-02,1.153982621891739058e+00
1.389139705019461490e-01,1.622330292103085103e+00
2.470278535103651030e-01,1.240732578246465545e+00
4.392845456035935348e-01,8.208414144211245711e-01
7.811706625951745364e-01,8.770267926377218748e-01
