# pos_1,average_velocity_axis
1.389139705019461386e-03,3.742139493159906127e-01
2.470278535103650856e-03,3.904410462362246648e-01
4.392845456035934966e-03,4.016689077097723715e-01
7.811706625951745156e-03,4.085109574937481614e-01
1.389139705019461560e-02,4.082706696510144950e-01
2.470278535103651030e-02,3.821544982037282656e-01
4.392845456035934792e-02,3.611453229996345882e-01
7.811706625951746197e-02,3.440912389394215065e-01
1.389139705019461490e-01,3.471492704993043854e-01
2.470278535103651030e-01,3.415970285112800431e-01
4.392845456035935348e-01,3.368039012394559162e-01
7.811706625951745364e-01,3.177266222469221635e-01
